PLAYER_ID, PLAYER_NAME, TEAM_ID, TEAM_ABBREVIATION, AGE, GP, W, L, W_PCT, MIN, DEF_RATING, DREB, DREB_PCT, PCT_DREB, STL, PCT_STL, BLK, PCT_BLK, OPP_PTS_OFF_TOV, OPP_PTS_2ND_CHANCE, OPP_PTS_FB, OPP_PTS_PAINT, DEF_WS, GP_RANK, W_RANK, L_RANK, W_PCT_RANK, MIN_RANK, DEF_RATING_RANK, DREB_RANK, DREB_PCT_RANK, PCT_DREB_RANK, STL_RANK, PCT_STL_RANK, BLK_RANK, PCT_BLK_RANK, OPP_PTS_OFF_TOV_RANK, OPP_PTS_2ND_CHANCE_RANK, OPP_PTS_FB_RANK, OPP_PTS_PAINT_RANK, DEF_WS_RANK, CFPARAMS
2436, Flip Murray, 1610612760, SEA, 24.0, 82, 37, 45, 0.451, 24.7, 104.7, 1.9, 0.091, 0.133, 1.0, 0.237, 0.3, 0.134, 9.1, 7.9, 7.2, 20.5, 0.011, 3, 123, 388, 252, 153, 367, 250, 350, 342, 99, 112, 161, 215, 310, 318, 324, 302, 315, 2436,1610612760
1922, Francisco Elson, 1610612743, DEN, 28.0, 62, 36, 26, 0.581, 14.1, 96.6, 2.2, 0.178, 0.257, 0.6, 0.215, 0.6, 0.361, 4.7, 3.9, 3.9, 11.0, 0.021, 216, 133, 194, 127, 284, 92, 216, 107, 103, 226, 155, 85, 87, 147, 146, 166, 151, 203, 1922,1610612743
2421, Frank Williams, 1610612752, NYK, 24.0, 56, 26, 30, 0.464, 12.7, 95.5, 0.8, 0.07, 0.099, 0.4, 0.231, 0.1, 0.087, 4.4, 3.6, 2.4, 8.9, 0.02, 248, 223, 247, 236, 318, 79, 390, 415, 415, 277, 121, 325, 275, 125, 130, 78, 111, 215, 2421,1610612752
697, Fred Hoiberg, 1610612750, MIN, 31.0, 79, 57, 22, 0.722, 22.7, 97.3, 3.1, 0.156, 0.213, 0.8, 0.248, 0.1, 0.052, 6.5, 6.2, 4.6, 16.6, 0.031, 77, 7, 149, 35, 176, 112, 124, 167, 178, 140, 88, 311, 340, 211, 257, 207, 245, 105, 697,1610612750
2410, Fred Jones, 1610612754, IND, 25.0, 81, 61, 20, 0.753, 18.5, 96.8, 1.2, 0.082, 0.111, 0.8, 0.24, 0.2, 0.118, 6.4, 4.3, 4.9, 13.0, 0.027, 43, 1, 132, 14, 232, 96, 338, 384, 396, 148, 107, 231, 229, 205, 171, 220, 196, 136, 2410,1610612754
56, Gary Payton, 1610612747, LAL, 35.0, 82, 56, 26, 0.683, 34.6, 98.8, 3.3, 0.105, 0.142, 1.2, 0.209, 0.2, 0.066, 9.8, 9.6, 8.2, 27.4, 0.042, 3, 14, 194, 54, 68, 159, 116, 302, 322, 62, 172, 224, 310, 331, 387, 357, 388, 47, 56,1610612747
718, Gary Trent, 1610612750, MIN, 29.0, 68, 45, 23, 0.662, 15.0, 103.8, 2.0, 0.146, 0.204, 0.2, 0.092, 0.3, 0.168, 4.4, 4.2, 4.5, 11.6, 0.008, 186, 59, 157, 76, 271, 346, 248, 191, 192, 393, 402, 213, 182, 121, 158, 200, 168, 353, 718,1610612750
248, George Lynch, 1610612740, NOH, 33.0, 78, 39, 39, 0.5, 21.7, 100.0, 2.8, 0.148, 0.206, 0.6, 0.162, 0.2, 0.133, 6.9, 5.6, 5.5, 16.5, 0.022, 91, 105, 326, 194, 191, 210, 163, 186, 187, 209, 274, 225, 216, 234, 231, 254, 243, 183, 248,1610612740
2222, Gerald Wallace, 1610612758, SAC, 21.0, 37, 24, 13, 0.649, 9.1, 98.6, 1.1, 0.134, 0.196, 0.4, 0.219, 0.4, 0.424, 3.0, 2.9, 2.1, 6.9, 0.011, 327, 244, 95, 87, 375, 154, 353, 220, 208, 308, 148, 151, 59, 55, 91, 58, 66, 312, 2222,1610612758
2240, Gilbert Arenas, 1610612764, WAS, 22.0, 55, 17, 38, 0.309, 37.6, 103.9, 3.6, 0.109, 0.157, 1.9, 0.301, 0.2, 0.053, 15.9, 11.4, 12.6, 31.9, 0.02, 261, 311, 318, 378, 28, 349, 95, 288, 284, 6, 30, 238, 337, 442, 429, 441, 424, 209, 2240,1610612764
779, Glen Rice, 1610612746, LAC, 37.0, 18, 7, 11, 0.389, 14.5, 98.2, 1.8, 0.132, 0.188, 0.3, 0.171, 0.0, 0.0, 5.7, 4.1, 3.2, 11.0, 0.017, 375, 383, 80, 325, 278, 142, 269, 224, 220, 325, 257, 398, 398, 189, 153, 121, 152, 240, 779,1610612746
299, Glenn Robinson, 1610612755, PHI, 31.0, 42, 13, 29, 0.31, 32.0, 102.7, 3.4, 0.121, 0.173, 1.0, 0.191, 0.2, 0.076, 12.0, 9.1, 9.7, 25.3, 0.022, 305, 337, 233, 376, 87, 318, 105, 257, 247, 94, 222, 244, 295, 405, 367, 415, 353, 185, 299,1610612755
1921, Gordan Giricek, 1610612762, UTA, 27.0, 73, 30, 43, 0.411, 28.0, 103.7, 2.4, 0.101, 0.141, 0.8, 0.196, 0.2, 0.074, 9.5, 8.1, 7.7, 23.5, 0.016, 135, 191, 374, 303, 127, 345, 200, 317, 325, 163, 208, 254, 298, 326, 327, 343, 327, 250, 1921,1610612762
1761, Greg Buckner, 1610612755, PHI, 27.0, 53, 21, 32, 0.396, 13.2, 97.2, 1.4, 0.124, 0.173, 0.4, 0.206, 0.1, 0.07, 5.2, 3.2, 4.0, 9.5, 0.019, 272, 276, 266, 319, 307, 109, 316, 245, 248, 299, 180, 351, 302, 167, 103, 170, 127, 225, 1761,1610612755
731, Greg Ostertag, 1610612762, UTA, 31.0, 78, 39, 39, 0.5, 27.6, 99.1, 4.6, 0.2, 0.284, 0.4, 0.091, 1.8, 0.441, 9.6, 7.0, 6.7, 17.7, 0.032, 91, 105, 326, 194, 130, 168, 57, 70, 64, 304, 403, 17, 50, 327, 288, 305, 263, 104, 731,1610612762
2045, Hedo Turkoglu, 1610612759, SAS, 25.0, 80, 56, 24, 0.7, 26.0, 89.8, 3.8, 0.165, 0.215, 1.0, 0.237, 0.4, 0.115, 6.9, 6.1, 5.3, 18.5, 0.061, 61, 14, 169, 44, 146, 23, 84, 141, 174, 94, 113, 138, 234, 232, 251, 247, 273, 17, 2045,1610612759
2673, Hiram Fuller, 1610612737, ATL, 23.0, 4, 1, 3, 0.25, 10.6, 78.9, 1.8, 0.149, 0.233, 0.0, 0.0, 0.3, 0.25, 2.5, 4.5, 2.0, 7.0, 0.039, 422, 424, 21, 414, 358, 7, 271, 184, 140, 419, 419, 213, 133, 42, 177, 50, 67, 58, 2673,1610612737
270, Horace Grant, 1610612747, LAL, 38.0, 55, 37, 18, 0.673, 20.2, 100.8, 2.8, 0.175, 0.244, 0.4, 0.117, 0.4, 0.241, 5.9, 5.4, 4.9, 15.9, 0.019, 261, 123, 124, 63, 213, 252, 161, 120, 121, 286, 368, 149, 142, 192, 220, 228, 238, 227, 270,1610612747
458, Howard Eisley, 1610612756, PHX, 31.0, 67, 24, 43, 0.358, 21.8, 102.2, 1.6, 0.087, 0.118, 0.8, 0.252, 0.1, 0.039, 8.5, 5.9, 5.1, 17.0, 0.016, 191, 244, 374, 342, 190, 305, 286, 366, 375, 138, 80, 353, 360, 291, 246, 239, 251, 252, 458,1610612756
93, Hubert Davis, 1610612751, NJN, 34.0, 17, 12, 5, 0.706, 4.5, 90.3, 0.4, 0.086, 0.118, 0.1, 0.133, 0.0, 0.0, 0.8, 1.5, 0.6, 3.4, 0.009, 377, 350, 36, 40, 426, 25, 425, 371, 378, 412, 343, 398, 398, 10, 29, 14, 21, 338, 93,1610612751
2137, Ime Udoka, 1610612747, LAL, 26.0, 4, 1, 3, 0.25, 7.0, 105.6, 1.0, 0.154, 0.2, 0.5, 1.0, 0.3, 0.5, 1.5, 1.8, 2.0, 4.5, 0.002, 422, 424, 21, 414, 397, 386, 356, 171, 200, 248, 1, 213, 33, 20, 33, 50, 32, 400, 2137,1610612747
1956, Ira Newble, 1610612739, CLE, 29.0, 64, 28, 36, 0.438, 19.5, 103.2, 1.4, 0.083, 0.113, 0.4, 0.14, 0.3, 0.111, 7.4, 5.5, 5.9, 16.4, 0.012, 214, 206, 297, 271, 224, 332, 318, 382, 389, 302, 334, 185, 237, 256, 223, 275, 241, 299, 1956,1610612739
2452, J.R. Bremer, 1610612744, GSW, 23.0, 36, 11, 25, 0.306, 12.2, 101.1, 0.8, 0.071, 0.096, 0.5, 0.257, 0.1, 0.077, 4.2, 3.1, 2.6, 9.3, 0.011, 329, 355, 182, 380, 330, 268, 393, 414, 419, 248, 73, 317, 293, 110, 95, 90, 121, 316, 2452,1610612744
2074, Jabari Smith, 1610612758, SAC, 27.0, 31, 22, 9, 0.71, 5.5, 101.4, 0.6, 0.127, 0.183, 0.1, 0.065, 0.2, 0.4, 1.8, 1.8, 1.2, 4.0, 0.005, 344, 261, 70, 37, 416, 276, 404, 235, 229, 417, 414, 267, 68, 25, 35, 25, 26, 383, 2074,1610612758
1521, Jacque Vaughn, 1610612737, ATL, 29.0, 71, 21, 50, 0.296, 17.8, 103.2, 1.5, 0.094, 0.134, 0.6, 0.228, 0.0, 0.017, 7.2, 4.8, 5.4, 13.9, 0.011, 160, 276, 418, 383, 241, 331, 307, 341, 341, 207, 130, 393, 388, 250, 195, 249, 209, 310, 1521,1610612737
1751, Jahidi White, 1610612756, PHX, 28.0, 62, 21, 41, 0.339, 14.0, 100.9, 2.6, 0.209, 0.306, 0.4, 0.159, 0.8, 0.52, 5.6, 4.6, 3.8, 11.7, 0.013, 216, 276, 353, 352, 286, 256, 175, 55, 42, 297, 284, 63, 29, 185, 186, 162, 170, 288, 1751,1610612756
2054, Jake Tsakalidis, 1610612763, MEM, 25.0, 40, 25, 15, 0.625, 13.3, 103.9, 2.3, 0.204, 0.28, 0.2, 0.094, 0.6, 0.537, 4.4, 3.2, 4.5, 13.0, 0.007, 318, 228, 101, 100, 301, 350, 212, 64, 69, 373, 400, 95, 25, 122, 102, 201, 195, 363, 2054,1610612763
2063, Jake Voskuhl, 1610612756, PHX, 26.0, 66, 22, 44, 0.333, 24.2, 100.7, 3.3, 0.164, 0.229, 0.6, 0.129, 0.4, 0.177, 7.7, 7.1, 4.7, 18.9, 0.023, 198, 261, 381, 356, 162, 248, 110, 146, 148, 199, 350, 150, 177, 267, 292, 210, 284, 172, 2063,1610612756
147, Jalen Rose, 1610612761, TOR, 31.0, 66, 26, 40, 0.394, 38.1, 99.8, 3.5, 0.105, 0.15, 0.8, 0.134, 0.3, 0.079, 11.5, 11.3, 8.7, 31.0, 0.042, 198, 223, 338, 321, 21, 197, 99, 305, 302, 159, 342, 165, 289, 391, 426, 383, 417, 46, 147,1610612761
2048, Jamaal Magloire, 1610612740, NOH, 26.0, 82, 41, 41, 0.5, 34.1, 100.4, 7.1, 0.241, 0.338, 0.5, 0.093, 1.2, 0.398, 10.8, 9.3, 8.4, 27.3, 0.033, 3, 84, 353, 194, 71, 226, 16, 22, 15, 242, 401, 36, 71, 370, 378, 370, 387, 89, 2048,1610612740
2224, Jamaal Tinsley, 1610612754, IND, 26.0, 52, 40, 12, 0.769, 26.5, 91.8, 2.1, 0.09, 0.121, 1.6, 0.301, 0.3, 0.116, 7.8, 6.2, 5.7, 19.5, 0.057, 277, 95, 86, 11, 142, 33, 234, 354, 368, 20, 31, 172, 233, 268, 254, 261, 290, 25, 2224,1610612754
2037, Jamal Crawford, 1610612741, CHI, 24.0, 80, 23, 57, 0.288, 35.2, 100.7, 3.0, 0.094, 0.131, 1.4, 0.248, 0.4, 0.102, 12.2, 9.4, 8.8, 27.1, 0.033, 61, 253, 438, 390, 59, 247, 144, 340, 346, 34, 92, 154, 257, 409, 380, 390, 385, 90, 2037,1610612741
469, Jamal Mashburn, 1610612740, NOH, 31.0, 19, 8, 11, 0.421, 38.4, 101.4, 5.2, 0.145, 0.205, 0.7, 0.139, 0.3, 0.066, 11.8, 11.3, 9.5, 31.4, 0.033, 373, 377, 80, 289, 17, 278, 36, 195, 190, 173, 337, 208, 308, 401, 428, 413, 421, 94, 469,1610612740
2441, Jamal Sampson, 1610612747, LAL, 21.0, 10, 5, 5, 0.5, 13.1, 95.4, 2.9, 0.266, 0.349, 0.2, 0.105, 0.4, 0.364, 5.1, 2.9, 4.2, 11.0, 0.021, 397, 388, 36, 194, 311, 75, 149, 8, 11, 386, 386, 138, 85, 161, 88, 185, 152, 198, 2441,1610612747
2592, James Jones, 1610612754, IND, 23.0, 6, 3, 3, 0.5, 4.3, 99.9, 0.3, 0.095, 0.143, 0.2, 0.143, 0.0, 0.0, 0.8, 1.2, 0.5, 3.3, 0.004, 413, 404, 21, 194, 430, 205, 426, 336, 315, 395, 327, 398, 398, 11, 19, 12, 19, 386, 2592,1610612754
1899, James Posey, 1610612763, MEM, 27.0, 82, 50, 32, 0.61, 29.8, 99.8, 3.8, 0.147, 0.213, 1.7, 0.282, 0.5, 0.118, 8.8, 8.9, 8.1, 27.0, 0.032, 3, 34, 266, 110, 111, 199, 85, 189, 179, 16, 46, 112, 230, 301, 361, 354, 384, 103, 1899,1610612763
2249, Jamison Brewer, 1610612754, IND, 23.0, 13, 10, 3, 0.769, 12.5, 86.0, 0.7, 0.068, 0.084, 0.5, 0.226, 0.0, 0.0, 4.6, 2.2, 3.9, 8.8, 0.035, 392, 365, 21, 11, 323, 13, 399, 419, 426, 234, 136, 398, 398, 139, 53, 167, 107, 79, 2249,1610612754
2457, Jannero Pargo, 1610612741, CHI, 24.0, 31, 14, 17, 0.452, 15.4, 102.3, 0.9, 0.07, 0.099, 0.4, 0.167, 0.2, 0.128, 6.4, 4.3, 3.4, 11.1, 0.012, 344, 329, 116, 250, 269, 310, 368, 416, 416, 292, 263, 267, 223, 210, 164, 140, 160, 306, 2457,1610612741
2407, Jared Jeffries, 1610612764, WAS, 22.0, 82, 25, 57, 0.305, 23.4, 99.8, 3.0, 0.147, 0.208, 0.6, 0.136, 0.3, 0.142, 9.3, 6.0, 6.8, 18.6, 0.025, 3, 228, 438, 381, 173, 200, 143, 190, 185, 219, 341, 161, 210, 318, 248, 311, 276, 155, 2407,1610612764
2260, Jarron Collins, 1610612762, UTA, 25.0, 81, 41, 40, 0.506, 21.4, 101.4, 2.5, 0.152, 0.203, 0.3, 0.111, 0.2, 0.105, 7.7, 4.9, 5.0, 14.7, 0.018, 43, 84, 338, 192, 197, 275, 196, 177, 194, 333, 380, 231, 253, 265, 197, 229, 217, 230, 2260,1610612762
2553, Jarvis Hayes, 1610612764, WAS, 22.0, 70, 23, 47, 0.329, 29.2, 101.4, 2.8, 0.108, 0.154, 1.0, 0.184, 0.2, 0.056, 11.4, 8.2, 9.2, 24.6, 0.025, 173, 253, 404, 362, 117, 277, 165, 292, 287, 91, 242, 291, 330, 389, 333, 407, 339, 152, 2553,1610612764
2044, Jason Collier, 1610612737, ATL, 26.0, 20, 8, 12, 0.4, 27.3, 105.1, 3.8, 0.156, 0.217, 0.6, 0.117, 0.6, 0.367, 9.8, 7.9, 7.0, 23.8, 0.011, 369, 377, 86, 310, 132, 374, 89, 169, 172, 230, 369, 95, 82, 330, 322, 317, 329, 319, 2044,1610612737
2215, Jason Collins, 1610612751, NJN, 25.0, 78, 44, 34, 0.564, 28.5, 93.1, 3.3, 0.137, 0.184, 0.9, 0.164, 0.7, 0.308, 8.5, 6.3, 5.9, 19.3, 0.055, 91, 62, 284, 136, 121, 47, 115, 214, 227, 132, 271, 76, 106, 289, 261, 278, 288, 27, 2215,1610612751
2078, Jason Hart, 1610612759, SAS, 26.0, 53, 42, 11, 0.792, 12.5, 87.1, 1.3, 0.106, 0.145, 0.5, 0.248, 0.1, 0.063, 3.9, 3.3, 2.9, 9.6, 0.034, 272, 74, 80, 9, 321, 16, 330, 296, 310, 241, 91, 339, 318, 92, 111, 105, 130, 88, 2078,1610612759
2574, Jason Kapono, 1610612739, CLE, 23.0, 41, 16, 25, 0.39, 10.3, 99.0, 0.9, 0.094, 0.124, 0.3, 0.213, 0.0, 0.034, 3.4, 2.3, 2.4, 7.4, 0.012, 313, 319, 182, 324, 362, 164, 378, 338, 358, 336, 157, 374, 363, 68, 70, 79, 81, 301, 2574,1610612739
467, Jason Kidd, 1610612751, NJN, 31.0, 67, 41, 26, 0.612, 36.8, 93.1, 5.1, 0.164, 0.218, 1.8, 0.261, 0.2, 0.063, 10.9, 8.2, 8.4, 24.7, 0.072, 191, 84, 194, 108, 38, 45, 39, 144, 170, 8, 66, 251, 317, 373, 331, 368, 341, 5, 467,1610612751
2202, Jason Richardson, 1610612744, GSW, 23.0, 78, 35, 43, 0.449, 37.7, 101.1, 5.1, 0.151, 0.21, 1.1, 0.208, 0.5, 0.137, 11.8, 10.7, 9.8, 30.2, 0.034, 91, 139, 374, 257, 26, 267, 38, 179, 183, 77, 173, 101, 212, 402, 416, 416, 408, 87, 2202,1610612744
1891, Jason Terry, 1610612737, ATL, 26.0, 81, 27, 54, 0.333, 37.2, 104.2, 3.5, 0.106, 0.15, 1.5, 0.266, 0.2, 0.049, 14.4, 11.0, 10.4, 31.5, 0.019, 43, 216, 432, 356, 31, 359, 97, 299, 294, 24, 62, 263, 345, 439, 423, 426, 423, 228, 1891,1610612737
1715, Jason Williams, 1610612763, MEM, 28.0, 72, 42, 30, 0.583, 29.3, 104.4, 1.7, 0.065, 0.095, 1.3, 0.237, 0.1, 0.017, 9.5, 9.9, 9.2, 29.4, 0.014, 147, 74, 247, 124, 115, 361, 279, 421, 420, 45, 111, 359, 386, 325, 397, 406, 404, 274, 1715,1610612763
1902, Jeff Foster, 1610612754, IND, 27.0, 82, 61, 21, 0.744, 23.8, 90.9, 4.4, 0.215, 0.284, 0.9, 0.189, 0.3, 0.133, 6.8, 5.3, 5.5, 18.0, 0.053, 3, 1, 141, 18, 167, 29, 64, 47, 63, 131, 229, 170, 217, 227, 212, 253, 267, 28, 1902,1610612754
976, Jeff McInnis, 1610612739, CLE, 29.0, 70, 37, 33, 0.529, 34.0, 103.2, 2.0, 0.069, 0.097, 1.0, 0.209, 0.1, 0.021, 10.8, 9.6, 9.1, 28.5, 0.021, 173, 123, 273, 166, 72, 334, 238, 417, 417, 89, 169, 345, 377, 366, 389, 403, 398, 202, 976,1610612739
2244, Jeff Trepagnier, 1610612743, DEN, 24.0, 11, 5, 6, 0.455, 8.8, 100.4, 0.8, 0.106, 0.15, 0.3, 0.158, 0.0, 0.0, 3.0, 3.2, 2.2, 7.8, 0.009, 395, 388, 49, 242, 378, 229, 387, 298, 296, 349, 288, 398, 398, 56, 100, 63, 89, 350, 2244,1610612743
1741, Jelani McCoy, 1610612739, CLE, 26.0, 2, 0, 2, 0.0, 6.6, 90.9, 1.5, 0.25, 0.333, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 4.0, 4.0, 0.016, 432, 431, 11, 431, 401, 28, 300, 14, 19, 419, 419, 398, 398, 95, 1, 174, 26, 248, 1741,1610612739
979, Jermaine O'Neal, 1610612754, IND, 25.0, 78, 57, 21, 0.731, 35.8, 94.1, 7.5, 0.247, 0.334, 0.8, 0.115, 2.6, 0.622, 10.3, 8.4, 8.7, 26.6, 0.065, 91, 7, 141, 30, 52, 60, 10, 16, 17, 168, 370, 6, 17, 348, 341, 387, 379, 13, 979,1610612754
2602, Jerome Beasley, 1610612748, MIA, 24.0, 2, 0, 2, 0.0, 2.6, 61.8, 0.5, 0.143, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018, 432, 431, 11, 431, 438, 2, 412, 200, 200, 419, 419, 398, 398, 1, 1, 1, 1, 236, 2602,1610612748
1744, Jerome James, 1610612760, SEA, 28.0, 65, 32, 33, 0.492, 15.3, 101.0, 2.3, 0.17, 0.244, 0.3, 0.13, 0.9, 0.526, 5.5, 4.2, 4.4, 11.2, 0.014, 204, 177, 273, 217, 270, 264, 205, 129, 122, 339, 348, 46, 27, 182, 160, 197, 162, 281, 1744,1610612760
2040, Jerome Moiso, 1610612761, TOR, 26.0, 35, 15, 20, 0.429, 11.9, 92.0, 2.1, 0.198, 0.288, 0.5, 0.246, 0.3, 0.279, 3.6, 3.2, 2.3, 7.4, 0.024, 332, 325, 132, 281, 334, 35, 236, 76, 58, 260, 96, 160, 116, 81, 104, 67, 78, 166, 2040,1610612761
966, Jerome Williams, 1610612741, CHI, 31.0, 68, 22, 46, 0.324, 23.9, 99.7, 4.4, 0.22, 0.309, 1.3, 0.313, 0.1, 0.071, 8.1, 6.5, 6.7, 19.5, 0.025, 186, 261, 394, 365, 166, 195, 65, 40, 40, 41, 23, 313, 299, 278, 270, 306, 289, 156, 966,1610612741
711, Jerry Stackhouse, 1610612764, WAS, 29.0, 26, 8, 18, 0.308, 29.8, 109.4, 3.0, 0.117, 0.173, 0.9, 0.183, 0.1, 0.038, 13.8, 10.3, 12.8, 27.8, -0.005, 352, 377, 124, 379, 109, 422, 138, 269, 249, 114, 244, 314, 362, 433, 411, 442, 391, 429, 711,1610612764
754, Jim Jackson, 1610612745, HOU, 33.0, 80, 43, 37, 0.538, 39.0, 96.1, 5.4, 0.154, 0.207, 1.1, 0.192, 0.3, 0.063, 13.7, 10.0, 8.6, 24.7, 0.061, 61, 67, 313, 156, 12, 86, 28, 170, 186, 82, 220, 192, 316, 429, 401, 381, 342, 18, 754,1610612745
2412, Jiri Welsch, 1610612738, BOS, 24.0, 81, 35, 46, 0.432, 27.0, 100.6, 2.9, 0.123, 0.177, 1.2, 0.233, 0.1, 0.043, 10.1, 8.3, 6.8, 19.9, 0.026, 43, 139, 394, 277, 138, 243, 148, 249, 236, 50, 119, 344, 355, 341, 334, 310, 293, 143, 2412,1610612738
2207, Joe Johnson, 1610612756, PHX, 23.0, 82, 29, 53, 0.354, 40.7, 102.6, 3.7, 0.103, 0.15, 1.1, 0.148, 0.3, 0.079, 13.9, 13.0, 9.3, 33.9, 0.029, 3, 195, 424, 347, 2, 313, 90, 310, 295, 70, 312, 174, 290, 434, 441, 408, 437, 118, 2207,1610612756
693, Joe Smith, 1610612749, MIL, 28.0, 76, 38, 38, 0.5, 29.7, 101.8, 5.4, 0.206, 0.285, 0.6, 0.165, 1.2, 0.403, 8.8, 8.0, 7.9, 24.9, 0.024, 111, 114, 318, 194, 112, 289, 29, 61, 62, 208, 268, 35, 67, 305, 326, 350, 346, 163, 693,1610612749
2038, Joel Przybilla, 1610612737, ATL, 24.0, 17, 5, 12, 0.294, 20.3, 104.7, 4.6, 0.26, 0.371, 0.3, 0.089, 1.0, 0.459, 6.9, 6.6, 5.9, 17.6, 0.009, 377, 388, 86, 384, 211, 368, 50, 9, 5, 342, 404, 43, 45, 236, 275, 280, 262, 342, 2038,1610612737
2422, John Salmons, 1610612755, PHI, 24.0, 77, 32, 45, 0.416, 20.6, 98.2, 2.1, 0.118, 0.164, 0.8, 0.247, 0.2, 0.107, 6.7, 5.5, 4.7, 15.2, 0.026, 102, 177, 388, 297, 205, 138, 237, 268, 270, 146, 93, 252, 247, 224, 224, 215, 226, 142, 2422,1610612755
961, John Wallace, 1610612748, MIA, 30.0, 37, 16, 21, 0.432, 9.9, 101.1, 1.3, 0.153, 0.215, 0.1, 0.102, 0.2, 0.286, 3.9, 2.2, 3.2, 7.7, 0.009, 327, 319, 141, 276, 368, 269, 334, 176, 176, 409, 391, 242, 114, 91, 54, 127, 88, 348, 961,1610612748
468, Jon Barry, 1610612743, DEN, 34.0, 57, 31, 26, 0.544, 19.1, 98.9, 1.7, 0.101, 0.15, 1.0, 0.274, 0.1, 0.053, 6.7, 6.2, 5.6, 17.0, 0.022, 244, 183, 194, 150, 228, 163, 276, 316, 293, 94, 58, 301, 336, 225, 256, 257, 250, 182, 468,1610612743
1886, Jonathan Bender, 1610612754, IND, 23.0, 21, 17, 4, 0.81, 12.8, 102.0, 1.5, 0.137, 0.199, 0.2, 0.109, 0.5, 0.333, 5.6, 4.0, 3.5, 10.3, 0.01, 365, 311, 30, 8, 316, 297, 305, 213, 203, 371, 383, 102, 96, 184, 152, 149, 141, 324, 1886,1610612754
2668, Josh Davis, 1610612737, ATL, 23.0, 4, 2, 2, 0.5, 5.6, 111.8, 1.0, 0.222, 0.267, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 2.8, 7.5, -0.003, 422, 413, 11, 194, 414, 429, 356, 34, 87, 419, 419, 398, 398, 95, 12, 94, 82, 423, 2668,1610612737
2572, Josh Howard, 1610612742, DAL, 24.0, 67, 40, 27, 0.597, 23.7, 104.7, 3.3, 0.157, 0.221, 1.0, 0.258, 0.8, 0.284, 6.6, 6.9, 6.7, 22.5, 0.01, 191, 95, 209, 121, 171, 370, 117, 161, 166, 88, 71, 66, 115, 213, 284, 303, 325, 325, 2572,1610612742
2413, Juan Dixon, 1610612764, WAS, 25.0, 71, 20, 51, 0.282, 20.8, 103.1, 1.7, 0.096, 0.142, 1.2, 0.281, 0.1, 0.033, 9.0, 5.9, 6.8, 17.5, 0.013, 160, 286, 422, 398, 200, 329, 284, 334, 323, 67, 47, 369, 365, 308, 245, 309, 258, 284, 2413,1610612764
1908, Jumaine Jones, 1610612738, BOS, 25.0, 42, 18, 24, 0.429, 8.8, 99.3, 1.0, 0.133, 0.196, 0.3, 0.174, 0.2, 0.31, 3.8, 2.3, 2.1, 6.3, 0.01, 305, 303, 169, 281, 377, 179, 354, 222, 205, 345, 253, 244, 105, 89, 66, 57, 61, 326, 1908,1610612738
436, Juwan Howard, 1610612753, ORL, 31.0, 81, 21, 60, 0.259, 35.6, 108.2, 4.9, 0.161, 0.232, 0.7, 0.136, 0.3, 0.106, 12.2, 10.7, 11.0, 33.8, -0.001, 43, 276, 442, 410, 55, 410, 44, 151, 142, 191, 340, 203, 252, 407, 418, 433, 435, 414, 436,1610612753
2079, Kaniel Dickens, 1610612757, POR, 25.0, 3, 2, 1, 0.667, 4.4, 125.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7, 0.7, 2.7, 6.7, -0.01, 429, 413, 4, 67, 429, 436, 437, 437, 437, 419, 419, 398, 398, 23, 9, 92, 64, 438, 2079,1610612757
2416, Kareem Rush, 1610612747, LAL, 23.0, 72, 50, 22, 0.694, 17.3, 101.2, 1.1, 0.076, 0.104, 0.5, 0.161, 0.3, 0.19, 5.5, 5.1, 4.3, 13.6, 0.015, 147, 34, 149, 48, 249, 270, 348, 405, 412, 271, 277, 198, 166, 179, 204, 193, 207, 263, 2416,1610612747
252, Karl Malone, 1610612747, LAL, 40.0, 42, 33, 9, 0.786, 32.8, 96.8, 7.3, 0.237, 0.321, 1.2, 0.205, 0.5, 0.13, 9.4, 8.8, 6.6, 26.7, 0.049, 305, 163, 70, 10, 80, 94, 14, 25, 33, 57, 182, 115, 220, 324, 358, 299, 380, 35, 252,1610612747
2208, Kedrick Brown, 1610612739, CLE, 23.0, 55, 23, 32, 0.418, 17.6, 99.4, 1.9, 0.122, 0.169, 0.5, 0.211, 0.1, 0.069, 5.1, 5.2, 4.3, 12.9, 0.02, 261, 253, 266, 294, 244, 183, 254, 250, 260, 232, 160, 309, 304, 158, 211, 189, 193, 217, 2208,1610612739
2586, Keith Bogans, 1610612753, ORL, 24.0, 73, 19, 54, 0.26, 24.5, 109.0, 2.9, 0.139, 0.201, 0.6, 0.185, 0.1, 0.082, 8.8, 8.1, 7.6, 22.5, -0.003, 135, 294, 432, 409, 161, 419, 151, 210, 199, 202, 241, 304, 284, 302, 328, 338, 324, 424, 2586,1610612753
