PLAYER_ID, PLAYER_NAME, TEAM_ID, TEAM_ABBREVIATION, AGE, GP, W, L, W_PCT, MIN, DEF_RATING, DREB, DREB_PCT, PCT_DREB, STL, PCT_STL, BLK, PCT_BLK, OPP_PTS_OFF_TOV, OPP_PTS_2ND_CHANCE, OPP_PTS_FB, OPP_PTS_PAINT, DEF_WS, GP_RANK, W_RANK, L_RANK, W_PCT_RANK, MIN_RANK, DEF_RATING_RANK, DREB_RANK, DREB_PCT_RANK, PCT_DREB_RANK, STL_RANK, PCT_STL_RANK, BLK_RANK, PCT_BLK_RANK, OPP_PTS_OFF_TOV_RANK, OPP_PTS_2ND_CHANCE_RANK, OPP_PTS_FB_RANK, OPP_PTS_PAINT_RANK, DEF_WS_RANK, CFPARAMS
1497, Chauncey Billups, 1610612765, DET, 27.0, 78, 51, 27, 0.654, 35.5, 93.1, 3.1, 0.098, 0.137, 1.1, 0.185, 0.1, 0.019, 10.6, 9.3, 7.4, 25.9, 0.068, 91, 32, 209, 82, 57, 46, 131, 324, 337, 81, 238, 330, 383, 359, 372, 336, 365, 7, 1497,1610612765
685, Cherokee Parks, 1610612744, GSW, 31.0, 12, 7, 5, 0.583, 4.9, 96.3, 0.5, 0.13, 0.171, 0.0, 0.0, 0.3, 0.5, 1.3, 1.3, 1.3, 4.0, 0.008, 393, 383, 36, 124, 422, 89, 412, 227, 253, 419, 419, 213, 33, 16, 22, 28, 26, 356, 685,1610612744
2365, Chris Andersen, 1610612743, DEN, 25.0, 71, 39, 32, 0.549, 14.5, 97.6, 2.9, 0.219, 0.327, 0.5, 0.186, 1.6, 0.655, 4.9, 5.2, 4.0, 12.9, 0.02, 160, 105, 266, 144, 276, 120, 145, 42, 29, 264, 236, 20, 12, 153, 209, 169, 192, 216, 2365,1610612743
2547, Chris Bosh, 1610612761, TOR, 20.0, 75, 29, 46, 0.387, 33.5, 99.0, 4.9, 0.171, 0.241, 0.8, 0.162, 1.4, 0.375, 10.0, 9.1, 7.7, 26.3, 0.039, 120, 195, 394, 328, 75, 166, 46, 126, 125, 154, 273, 26, 80, 336, 366, 341, 376, 56, 2547,1610612761
1544, Chris Crawford, 1610612737, ATL, 29.0, 56, 18, 38, 0.321, 21.6, 107.0, 2.1, 0.117, 0.162, 0.7, 0.18, 0.4, 0.206, 7.9, 6.1, 6.0, 18.3, 0.003, 248, 303, 318, 366, 192, 399, 232, 270, 277, 196, 248, 156, 157, 271, 249, 285, 272, 392, 1544,1610612737
2423, Chris Jefferies, 1610612741, CHI, 24.0, 21, 5, 16, 0.238, 9.4, 97.7, 1.1, 0.136, 0.188, 0.2, 0.105, 0.3, 0.318, 3.5, 2.0, 1.6, 7.3, 0.013, 365, 388, 112, 418, 372, 122, 344, 216, 221, 389, 386, 165, 101, 77, 41, 38, 77, 287, 2423,1610612741
2549, Chris Kaman, 1610612746, LAC, 22.0, 82, 28, 54, 0.341, 22.6, 106.1, 4.1, 0.202, 0.294, 0.3, 0.088, 0.9, 0.406, 9.2, 7.6, 4.8, 20.3, 0.006, 3, 206, 432, 351, 178, 391, 73, 67, 55, 347, 405, 54, 66, 316, 312, 218, 298, 376, 2549,1610612746
2036, Chris Mihm, 1610612738, BOS, 24.0, 76, 27, 49, 0.355, 17.5, 99.2, 3.4, 0.214, 0.302, 0.5, 0.142, 0.8, 0.441, 6.9, 4.8, 4.1, 12.4, 0.02, 111, 216, 412, 345, 245, 172, 106, 48, 50, 259, 330, 62, 51, 233, 194, 181, 185, 214, 2036,1610612738
185, Chris Webber, 1610612758, SAC, 31.0, 23, 11, 12, 0.478, 36.2, 102.2, 6.6, 0.198, 0.283, 1.3, 0.195, 0.9, 0.26, 12.0, 9.3, 12.3, 33.0, 0.027, 358, 355, 86, 225, 48, 304, 18, 75, 65, 36, 212, 59, 128, 404, 375, 440, 432, 130, 185,1610612758
43, Chris Whitney, 1610612764, WAS, 32.0, 16, 3, 13, 0.188, 11.5, 102.6, 0.8, 0.077, 0.11, 0.4, 0.188, 0.1, 0.095, 4.5, 3.3, 5.4, 10.3, 0.008, 383, 404, 95, 426, 341, 315, 393, 402, 398, 310, 232, 312, 265, 129, 113, 250, 139, 355, 43,1610612764
2404, Chris Wilcox, 1610612746, LAC, 21.0, 65, 25, 40, 0.385, 20.6, 105.1, 2.8, 0.159, 0.222, 0.4, 0.146, 0.3, 0.174, 7.2, 5.8, 4.7, 17.6, 0.008, 204, 228, 338, 330, 206, 376, 163, 158, 163, 278, 318, 177, 180, 249, 242, 213, 261, 359, 2404,1610612746
363, Christian Laettner, 1610612764, WAS, 34.0, 48, 11, 37, 0.229, 20.5, 103.2, 3.8, 0.211, 0.305, 0.8, 0.204, 0.6, 0.264, 8.3, 6.0, 6.9, 17.5, 0.013, 287, 355, 313, 419, 209, 330, 86, 54, 45, 160, 185, 92, 123, 282, 247, 315, 256, 291, 363,1610612764
1088, Chucky Atkins, 1610612738, BOS, 29.0, 64, 37, 27, 0.578, 24.0, 97.3, 1.3, 0.061, 0.088, 0.7, 0.184, 0.0, 0.013, 8.3, 7.0, 5.9, 18.6, 0.032, 214, 123, 209, 130, 164, 113, 328, 426, 422, 181, 243, 390, 391, 281, 289, 279, 277, 98, 1088,1610612738
221, Clar. Weatherspoon, 1610612745, HOU, 33.0, 52, 24, 28, 0.462, 16.8, 100.6, 2.5, 0.175, 0.23, 0.6, 0.24, 0.3, 0.165, 6.7, 3.6, 3.7, 11.5, 0.016, 277, 244, 225, 239, 258, 241, 193, 118, 146, 220, 106, 189, 187, 222, 133, 156, 163, 251, 221,1610612745
361, Clifford Robinson, 1610612744, GSW, 37.0, 82, 37, 45, 0.451, 34.7, 102.1, 3.3, 0.106, 0.147, 0.8, 0.172, 0.9, 0.268, 11.0, 9.6, 9.0, 28.6, 0.027, 3, 123, 388, 252, 65, 299, 118, 297, 308, 141, 256, 54, 122, 378, 386, 401, 400, 133, 361,1610612744
1894, Corey Maggette, 1610612746, LAC, 24.0, 73, 25, 48, 0.342, 36.0, 106.2, 4.6, 0.146, 0.209, 0.9, 0.158, 0.2, 0.06, 14.0, 10.8, 8.1, 32.9, 0.009, 135, 228, 409, 349, 49, 392, 58, 193, 184, 125, 287, 237, 324, 436, 420, 355, 430, 349, 1894,1610612746
916, Corie Blount, 1610612761, TOR, 35.0, 62, 18, 44, 0.29, 16.8, 97.8, 2.9, 0.189, 0.276, 0.8, 0.244, 0.4, 0.25, 5.1, 5.1, 4.2, 13.2, 0.023, 216, 303, 381, 388, 257, 127, 158, 86, 73, 153, 98, 146, 133, 163, 206, 187, 199, 171, 916,1610612761
722, Corliss Williamson, 1610612765, DET, 30.0, 79, 52, 27, 0.658, 19.9, 93.3, 2.1, 0.124, 0.175, 0.4, 0.119, 0.3, 0.106, 6.6, 5.4, 4.1, 13.3, 0.038, 77, 29, 209, 78, 216, 49, 224, 247, 239, 307, 364, 212, 249, 216, 218, 180, 202, 69, 722,1610612765
2414, Curtis Borchardt, 1610612762, UTA, 23.0, 16, 8, 8, 0.5, 16.1, 104.4, 2.6, 0.203, 0.275, 0.3, 0.118, 0.9, 0.519, 6.6, 4.1, 4.6, 10.4, 0.008, 383, 377, 66, 194, 263, 362, 184, 65, 74, 362, 365, 58, 30, 214, 154, 205, 142, 361, 2414,1610612762
1749, Cuttino Mobley, 1610612745, HOU, 28.0, 80, 44, 36, 0.55, 40.4, 96.8, 4.0, 0.112, 0.15, 1.3, 0.242, 0.4, 0.09, 14.5, 10.2, 8.6, 26.2, 0.059, 61, 62, 297, 143, 5, 95, 75, 280, 299, 37, 105, 133, 272, 440, 406, 382, 373, 21, 1749,1610612745
2563, Dahntay Jones, 1610612763, MEM, 23.0, 20, 13, 7, 0.65, 7.7, 101.9, 0.8, 0.122, 0.176, 0.3, 0.185, 0.3, 0.207, 2.9, 2.2, 2.3, 5.8, 0.006, 369, 337, 58, 85, 388, 295, 391, 251, 238, 362, 239, 184, 156, 53, 57, 66, 55, 370, 2563,1610612763
2402, Dajuan Wagner, 1610612739, CLE, 21.0, 44, 23, 21, 0.523, 16.1, 103.4, 1.1, 0.077, 0.105, 0.6, 0.271, 0.2, 0.075, 4.7, 4.7, 4.8, 12.7, 0.009, 298, 253, 141, 176, 260, 339, 346, 401, 410, 216, 61, 289, 296, 142, 188, 217, 188, 339, 2402,1610612739
905, Dale Davis, 1610612757, POR, 35.0, 76, 36, 40, 0.474, 22.2, 104.1, 3.2, 0.171, 0.249, 0.6, 0.18, 0.8, 0.428, 7.1, 6.5, 5.6, 17.8, 0.011, 111, 133, 338, 231, 184, 356, 121, 127, 113, 224, 247, 64, 57, 245, 272, 256, 264, 311, 905,1610612757
1800, Damon Jones, 1610612749, MIL, 27.0, 82, 41, 41, 0.5, 24.5, 105.1, 1.9, 0.087, 0.123, 0.4, 0.115, 0.0, 0.02, 7.6, 7.2, 7.0, 21.9, 0.01, 3, 84, 353, 194, 159, 373, 257, 364, 360, 313, 371, 374, 379, 262, 298, 320, 317, 337, 1800,1610612749
757, Damon Stoudamire, 1610612757, POR, 30.0, 82, 41, 41, 0.5, 38.1, 102.7, 3.1, 0.097, 0.137, 1.2, 0.211, 0.1, 0.026, 12.7, 10.5, 9.5, 30.6, 0.026, 3, 84, 353, 194, 20, 317, 126, 331, 335, 53, 161, 322, 373, 417, 415, 414, 412, 138, 757,1610612757
2245, Damone Brown, 1610612751, NJN, 25.0, 3, 2, 1, 0.667, 5.4, 136.0, 0.7, 0.167, 0.286, 0.7, 0.667, 0.0, 0.0, 4.3, 2.3, 1.3, 8.7, -0.021, 429, 413, 4, 67, 418, 439, 401, 138, 61, 191, 2, 398, 398, 118, 68, 28, 105, 439, 2245,1610612751
2424, Dan Dickau, 1610612757, POR, 25.0, 43, 16, 27, 0.372, 6.8, 101.2, 0.4, 0.075, 0.107, 0.4, 0.321, 0.0, 0.0, 2.8, 2.0, 2.0, 5.1, 0.006, 301, 319, 209, 337, 400, 272, 419, 407, 406, 301, 20, 398, 398, 49, 47, 48, 40, 369, 2424,1610612757
2429, Dan Gadzuric, 1610612749, MIL, 26.0, 75, 36, 39, 0.48, 16.7, 101.1, 2.9, 0.205, 0.286, 0.7, 0.259, 1.4, 0.682, 5.2, 4.5, 4.3, 13.2, 0.015, 120, 133, 326, 222, 259, 265, 146, 62, 59, 188, 70, 27, 9, 169, 180, 190, 198, 264, 2429,1610612749
2061, Dan Langhi, 1610612749, MIL, 26.0, 6, 4, 2, 0.667, 5.8, 83.6, 0.7, 0.154, 0.182, 0.0, 0.0, 0.0, 0.0, 1.5, 0.3, 0.3, 3.3, 0.019, 413, 394, 11, 67, 411, 11, 401, 171, 230, 419, 419, 398, 398, 20, 5, 9, 19, 226, 2061,1610612749
344, Dana Barros, 1610612738, BOS, 37.0, 1, 1, 0, 1.0, 10.9, 155.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 6.0, 14.0, -0.079, 440, 424, 1, 1, 349, 442, 437, 437, 437, 419, 419, 398, 398, 1, 325, 282, 211, 442, 344,1610612738
2091, Daniel Santiago, 1610612749, MIL, 28.0, 54, 28, 26, 0.519, 13.1, 99.5, 1.8, 0.156, 0.218, 0.4, 0.173, 0.4, 0.304, 3.9, 3.6, 3.4, 11.0, 0.015, 268, 206, 194, 180, 309, 189, 265, 164, 168, 319, 254, 145, 109, 90, 132, 143, 152, 271, 2091,1610612749
1504, Danny Fortson, 1610612742, DAL, 28.0, 56, 34, 22, 0.607, 11.1, 103.8, 2.4, 0.254, 0.333, 0.2, 0.129, 0.2, 0.157, 3.7, 2.6, 3.5, 10.3, 0.006, 248, 158, 149, 114, 348, 348, 198, 10, 19, 376, 351, 264, 194, 85, 77, 148, 139, 371, 1504,1610612742
2032, Darius Miles, 1610612757, POR, 22.0, 79, 35, 44, 0.443, 26.3, 100.0, 3.1, 0.129, 0.184, 0.8, 0.21, 0.8, 0.205, 8.5, 7.6, 6.5, 20.0, 0.028, 77, 139, 381, 265, 143, 211, 124, 230, 228, 136, 167, 69, 158, 288, 309, 297, 295, 126, 2032,1610612757
2443, Darius Songaila, 1610612758, SAC, 26.0, 73, 49, 24, 0.671, 13.3, 100.9, 1.8, 0.156, 0.228, 0.6, 0.227, 0.2, 0.169, 4.3, 4.3, 2.9, 11.6, 0.012, 135, 43, 169, 64, 298, 257, 260, 165, 152, 221, 134, 285, 181, 115, 165, 108, 167, 297, 2443,1610612758
2545, Darko Milicic, 1610612765, DET, 19.0, 34, 29, 5, 0.853, 4.7, 98.2, 0.9, 0.212, 0.323, 0.2, 0.292, 0.4, 0.652, 1.3, 1.6, 0.8, 2.6, 0.006, 335, 195, 36, 5, 424, 137, 367, 52, 32, 383, 37, 126, 13, 15, 30, 17, 12, 373, 2545,1610612765
353, Darrell Armstrong, 1610612740, NOH, 36.0, 79, 39, 40, 0.494, 28.4, 98.2, 2.1, 0.086, 0.122, 1.7, 0.307, 0.2, 0.08, 9.9, 7.6, 6.7, 22.0, 0.037, 77, 105, 338, 212, 122, 136, 235, 370, 365, 15, 26, 258, 287, 334, 314, 304, 318, 71, 353,1610612740
239, Darrick Martin, 1610612750, MIN, 33.0, 16, 14, 2, 0.875, 10.9, 86.2, 0.3, 0.032, 0.042, 0.1, 0.077, 0.1, 0.067, 4.1, 2.9, 1.7, 6.5, 0.031, 383, 329, 11, 4, 351, 15, 428, 433, 435, 410, 410, 366, 307, 99, 90, 39, 62, 106, 239,1610612750
1032, Darvin Ham, 1610612765, DET, 30.0, 54, 40, 14, 0.741, 8.7, 89.4, 0.9, 0.111, 0.148, 0.2, 0.153, 0.1, 0.16, 2.6, 1.9, 2.0, 5.5, 0.022, 268, 95, 98, 21, 379, 20, 382, 285, 307, 369, 298, 296, 193, 47, 40, 49, 50, 192, 1032,1610612765
133, David Wesley, 1610612740, NOH, 33.0, 61, 31, 30, 0.508, 32.9, 99.1, 1.7, 0.062, 0.086, 1.2, 0.193, 0.2, 0.086, 10.7, 8.7, 7.9, 24.7, 0.038, 221, 183, 247, 189, 78, 169, 275, 425, 425, 64, 217, 227, 276, 364, 355, 348, 340, 66, 133,1610612740
2561, David West, 1610612740, NOH, 23.0, 71, 35, 36, 0.493, 13.1, 99.9, 2.5, 0.242, 0.338, 0.4, 0.151, 0.4, 0.359, 4.9, 3.5, 3.7, 10.5, 0.014, 160, 139, 297, 214, 310, 206, 190, 21, 16, 306, 301, 141, 90, 155, 123, 157, 144, 280, 2561,1610612740
2205, DeSagana Diop, 1610612739, CLE, 22.0, 56, 21, 35, 0.375, 12.9, 97.1, 2.3, 0.192, 0.259, 0.5, 0.234, 0.9, 0.56, 4.2, 3.5, 3.3, 9.1, 0.018, 248, 276, 290, 334, 315, 104, 213, 78, 100, 268, 115, 50, 21, 108, 125, 131, 117, 237, 2205,1610612739
2052, DeShawn Stevenson, 1610612753, ORL, 23.0, 80, 33, 47, 0.413, 30.6, 104.5, 2.7, 0.107, 0.15, 0.7, 0.159, 0.2, 0.062, 10.4, 8.4, 8.7, 25.6, 0.014, 61, 163, 404, 300, 102, 365, 168, 293, 292, 197, 286, 247, 320, 351, 339, 385, 361, 282, 2052,1610612753
2035, DerMarr Johnson, 1610612752, NYK, 24.0, 21, 11, 10, 0.524, 13.5, 108.6, 1.6, 0.145, 0.213, 0.4, 0.186, 0.3, 0.25, 4.9, 3.5, 3.4, 10.1, -0.001, 365, 355, 76, 174, 296, 416, 288, 194, 181, 305, 235, 165, 133, 154, 126, 142, 137, 415, 2035,1610612752
1507, Derek Anderson, 1610612757, POR, 29.0, 51, 26, 25, 0.51, 35.5, 99.3, 3.1, 0.098, 0.14, 1.3, 0.221, 0.1, 0.012, 12.1, 9.8, 8.7, 27.3, 0.04, 280, 223, 182, 187, 56, 180, 134, 328, 330, 43, 143, 368, 392, 406, 394, 384, 386, 54, 1507,1610612757
965, Derek Fisher, 1610612747, LAL, 29.0, 82, 56, 26, 0.683, 21.5, 97.0, 1.5, 0.084, 0.115, 1.3, 0.337, 0.0, 0.029, 6.3, 5.3, 4.0, 15.3, 0.03, 3, 14, 194, 54, 195, 102, 304, 379, 383, 49, 15, 374, 367, 204, 214, 168, 228, 112, 965,1610612747
934, Derrick Coleman, 1610612755, PHI, 37.0, 34, 13, 21, 0.382, 24.9, 100.2, 4.3, 0.216, 0.306, 0.7, 0.155, 0.8, 0.382, 8.8, 6.3, 6.5, 19.8, 0.025, 335, 337, 141, 331, 152, 218, 69, 46, 44, 189, 295, 71, 77, 303, 258, 296, 292, 151, 934,1610612755
1760, Derrick Dial, 1610612753, ORL, 28.0, 9, 2, 7, 0.222, 9.2, 89.7, 0.9, 0.093, 0.14, 0.7, 0.5, 0.0, 0.0, 2.2, 2.3, 2.2, 7.1, 0.021, 403, 413, 58, 421, 374, 21, 375, 343, 329, 191, 6, 398, 398, 30, 68, 64, 72, 196, 1760,1610612753
2724, Desmond Ferguson, 1610612757, POR, 26.0, 7, 2, 5, 0.286, 4.4, 75.5, 0.6, 0.133, 0.174, 0.0, 0.0, 0.0, 0.0, 1.4, 1.0, 0.4, 2.0, 0.018, 407, 413, 36, 391, 428, 5, 407, 222, 242, 419, 419, 398, 398, 19, 12, 10, 7, 239, 2724,1610612757
2046, Desmond Mason, 1610612749, MIL, 26.0, 82, 41, 41, 0.5, 30.9, 101.6, 3.2, 0.12, 0.166, 0.7, 0.16, 0.3, 0.108, 9.2, 8.5, 8.2, 25.3, 0.026, 3, 84, 353, 194, 98, 284, 119, 258, 268, 174, 280, 186, 246, 315, 348, 361, 352, 144, 2046,1610612749
2667, Desmond Penigar, 1610612753, ORL, 22.0, 10, 4, 6, 0.4, 8.6, 96.9, 1.8, 0.247, 0.333, 0.2, 0.167, 0.2, 0.2, 2.3, 2.4, 2.4, 8.0, 0.012, 397, 394, 49, 310, 380, 100, 263, 19, 19, 386, 263, 260, 162, 31, 71, 75, 91, 303, 2667,1610612753
1904, Devean George, 1610612747, LAL, 26.0, 82, 56, 26, 0.683, 23.8, 96.9, 3.0, 0.143, 0.192, 1.0, 0.225, 0.5, 0.185, 7.6, 6.1, 5.7, 18.7, 0.035, 3, 14, 194, 54, 168, 99, 142, 200, 215, 99, 137, 117, 172, 264, 253, 259, 280, 82, 1904,1610612747
2484, Devin Brown, 1610612759, SAS, 25.0, 58, 43, 15, 0.741, 10.7, 97.1, 1.6, 0.167, 0.225, 0.3, 0.144, 0.1, 0.061, 3.4, 2.8, 2.3, 9.0, 0.015, 238, 67, 101, 20, 357, 107, 294, 136, 158, 360, 324, 360, 322, 69, 86, 72, 115, 261, 2484,1610612759
87, Dikembe Mutombo, 1610612752, NYK, 38.0, 65, 29, 36, 0.446, 23.1, 100.0, 4.5, 0.216, 0.29, 0.3, 0.083, 1.9, 0.695, 8.7, 5.5, 5.8, 15.1, 0.024, 204, 195, 297, 260, 174, 214, 61, 45, 57, 359, 408, 14, 7, 297, 221, 265, 224, 165, 87,1610612752
1901, Dion Glover, 1610612761, TOR, 25.0, 69, 23, 46, 0.333, 23.8, 100.5, 3.0, 0.14, 0.196, 0.7, 0.195, 0.3, 0.097, 8.7, 6.4, 6.5, 18.5, 0.024, 177, 253, 394, 356, 169, 236, 137, 208, 206, 176, 213, 201, 261, 298, 265, 294, 275, 164, 1901,1610612761
1717, Dirk Nowitzki, 1610612742, DAL, 26.0, 77, 49, 28, 0.636, 37.9, 104.1, 7.5, 0.221, 0.306, 1.2, 0.196, 1.4, 0.323, 10.7, 10.0, 11.2, 34.2, 0.019, 102, 43, 225, 93, 23, 357, 8, 38, 41, 55, 210, 29, 100, 363, 398, 435, 439, 221, 1717,1610612742
2051, Donnell Harvey, 1610612756, PHX, 23.0, 60, 17, 43, 0.283, 13.2, 102.4, 1.9, 0.167, 0.252, 0.4, 0.176, 0.5, 0.351, 5.3, 4.3, 3.9, 11.1, 0.01, 229, 311, 374, 396, 308, 312, 251, 138, 109, 298, 251, 123, 93, 171, 162, 164, 157, 336, 2051,1610612756
923, Donyell Marshall, 1610612761, TOR, 31.0, 82, 29, 53, 0.354, 36.4, 100.5, 7.3, 0.23, 0.334, 1.1, 0.2, 1.5, 0.385, 11.1, 11.0, 8.3, 29.3, 0.036, 3, 195, 424, 347, 46, 237, 13, 30, 18, 70, 197, 24, 75, 381, 422, 364, 403, 75, 923,1610612761
57, Doug Christie, 1610612758, SAC, 34.0, 82, 55, 27, 0.671, 33.9, 102.9, 3.2, 0.104, 0.15, 1.8, 0.287, 0.5, 0.181, 10.6, 10.3, 9.8, 31.0, 0.023, 3, 19, 209, 65, 73, 324, 120, 308, 300, 7, 41, 106, 175, 358, 407, 418, 418, 174, 57,1610612758
77, Doug Overton, 1610612746, LAC, 34.0, 61, 22, 39, 0.361, 17.0, 105.4, 1.1, 0.075, 0.109, 0.4, 0.205, 0.0, 0.021, 7.0, 5.3, 3.7, 14.5, 0.006, 221, 261, 326, 339, 254, 381, 342, 406, 402, 290, 183, 389, 376, 240, 216, 154, 214, 375, 77,1610612746
2400, Drew Gooden, 1610612753, ORL, 22.0, 79, 20, 59, 0.253, 27.1, 110.0, 4.5, 0.2, 0.298, 0.8, 0.208, 0.9, 0.396, 9.9, 8.8, 7.9, 26.1, -0.007, 77, 286, 440, 413, 136, 425, 60, 71, 53, 155, 174, 49, 72, 333, 357, 349, 372, 433, 2400,1610612753
2548, Dwyane Wade, 1610612748, MIA, 22.0, 61, 34, 27, 0.557, 35.0, 98.3, 2.7, 0.088, 0.121, 1.4, 0.261, 0.6, 0.188, 11.7, 8.8, 7.8, 25.0, 0.044, 221, 158, 209, 139, 61, 145, 173, 361, 369, 31, 65, 94, 169, 398, 356, 344, 348, 40, 2548,1610612748
1863, Earl Boykins, 1610612743, DEN, 28.0, 82, 43, 39, 0.524, 22.4, 100.6, 1.2, 0.063, 0.095, 0.6, 0.146, 0.0, 0.012, 7.6, 7.6, 6.3, 20.4, 0.021, 3, 67, 326, 171, 180, 244, 339, 423, 421, 204, 321, 385, 395, 263, 311, 291, 300, 195, 1863,1610612743
2248, Earl Watson, 1610612763, MEM, 25.0, 81, 50, 31, 0.617, 20.7, 93.0, 1.6, 0.09, 0.131, 1.1, 0.248, 0.2, 0.079, 6.4, 5.7, 4.7, 14.0, 0.039, 43, 34, 255, 106, 204, 44, 292, 353, 348, 73, 90, 223, 291, 209, 235, 212, 212, 59, 2248,1610612763
2109, Eddie Gill, 1610612757, POR, 25.0, 22, 12, 10, 0.545, 7.0, 100.9, 0.6, 0.108, 0.171, 0.4, 0.257, 0.0, 0.048, 2.6, 2.4, 1.4, 5.1, 0.006, 360, 350, 76, 148, 399, 258, 406, 290, 256, 294, 73, 378, 349, 46, 72, 33, 41, 366, 2109,1610612757
2067, Eddie House, 1610612746, LAC, 26.0, 60, 16, 44, 0.267, 19.7, 107.2, 1.8, 0.111, 0.16, 1.1, 0.342, 0.1, 0.043, 7.5, 5.8, 4.7, 17.2, 0.002, 229, 319, 381, 407, 221, 401, 261, 284, 281, 80, 13, 361, 354, 258, 236, 209, 253, 397, 2067,1610612746
224, Eddie Jones, 1610612748, MIA, 32.0, 81, 42, 39, 0.519, 37.0, 98.9, 3.3, 0.107, 0.144, 1.1, 0.202, 0.4, 0.152, 11.7, 8.9, 7.3, 25.3, 0.044, 43, 74, 326, 180, 33, 160, 110, 295, 313, 69, 194, 132, 198, 395, 359, 331, 354, 41, 224,1610612748
1944, Eddie Robinson, 1610612741, CHI, 28.0, 51, 15, 36, 0.294, 20.1, 100.3, 1.5, 0.085, 0.122, 0.6, 0.169, 0.2, 0.104, 7.0, 5.8, 4.4, 16.1, 0.02, 280, 325, 297, 384, 215, 223, 299, 376, 364, 198, 261, 266, 254, 238, 239, 195, 239, 212, 1944,1610612741
2201, Eddy Curry, 1610612741, CHI, 21.0, 73, 20, 53, 0.274, 29.6, 101.5, 4.2, 0.157, 0.218, 0.3, 0.08, 1.1, 0.364, 11.7, 8.4, 7.3, 21.7, 0.025, 135, 286, 424, 402, 113, 282, 70, 162, 169, 327, 409, 39, 84, 396, 336, 333, 314, 157, 2201,1610612741
2059, Eduardo Najera, 1610612742, DAL, 27.0, 58, 35, 23, 0.603, 12.4, 100.8, 1.5, 0.135, 0.196, 0.6, 0.276, 0.3, 0.264, 3.5, 3.9, 3.5, 10.9, 0.011, 238, 139, 157, 116, 327, 255, 297, 218, 209, 213, 54, 171, 124, 78, 145, 147, 150, 308, 2059,1610612742
922, Elden Campbell, 1610612765, DET, 35.0, 65, 42, 23, 0.646, 13.8, 94.8, 2.4, 0.204, 0.278, 0.3, 0.15, 0.8, 0.413, 4.4, 3.7, 3.2, 10.2, 0.024, 204, 74, 157, 88, 288, 68, 199, 63, 71, 331, 303, 70, 63, 126, 136, 128, 138, 167, 922,1610612765
1882, Elton Brand, 1610612746, LAC, 25.0, 69, 22, 47, 0.319, 38.8, 106.9, 6.4, 0.19, 0.272, 0.9, 0.158, 2.2, 0.558, 15.8, 11.5, 9.0, 34.1, 0.005, 177, 261, 404, 370, 13, 398, 22, 81, 82, 113, 291, 10, 22, 441, 431, 400, 438, 377, 1882,1610612746
15, Eric Piatkowski, 1610612745, HOU, 33.0, 49, 22, 27, 0.449, 14.3, 95.0, 1.3, 0.102, 0.135, 0.3, 0.162, 0.1, 0.081, 4.4, 3.3, 2.0, 7.7, 0.024, 284, 261, 209, 256, 281, 71, 331, 315, 340, 330, 274, 332, 286, 123, 112, 46, 87, 168, 15,1610612745
727, Eric Snow, 1610612755, PHI, 31.0, 82, 33, 49, 0.402, 36.3, 99.3, 2.7, 0.087, 0.122, 1.2, 0.195, 0.1, 0.024, 12.5, 9.9, 8.8, 27.7, 0.041, 3, 163, 412, 307, 47, 176, 172, 365, 363, 59, 211, 355, 374, 413, 396, 389, 389, 50, 727,1610612755
677, Eric Williams, 1610612739, CLE, 31.0, 71, 38, 33, 0.535, 26.5, 98.7, 3.1, 0.128, 0.177, 1.0, 0.23, 0.1, 0.039, 7.6, 7.5, 7.0, 18.7, 0.032, 160, 114, 273, 158, 141, 156, 127, 232, 237, 103, 128, 310, 361, 261, 306, 319, 281, 97, 677,1610612739
956, Erick Dampier, 1610612744, GSW, 28.0, 74, 33, 41, 0.446, 32.5, 99.8, 7.3, 0.247, 0.342, 0.4, 0.098, 1.9, 0.539, 10.2, 8.5, 8.6, 24.7, 0.034, 131, 163, 353, 262, 82, 201, 12, 18, 14, 279, 395, 15, 24, 346, 350, 377, 343, 83, 956,1610612744
1065, Erick Strickland, 1610612749, MIL, 30.0, 43, 21, 22, 0.488, 13.3, 102.0, 1.3, 0.116, 0.169, 0.6, 0.31, 0.0, 0.033, 4.2, 4.4, 3.7, 10.7, 0.011, 301, 276, 149, 218, 299, 298, 324, 272, 261, 211, 24, 377, 364, 112, 174, 158, 148, 320, 1065,1610612749
911, Ervin Johnson, 1610612750, MIN, 36.0, 66, 49, 17, 0.742, 14.7, 94.8, 2.6, 0.189, 0.266, 0.4, 0.185, 0.7, 0.361, 4.2, 4.0, 3.5, 11.6, 0.025, 198, 43, 116, 19, 274, 69, 179, 85, 88, 294, 240, 81, 86, 113, 149, 144, 166, 149, 911,1610612750
2041, Etan Thomas, 1610612764, WAS, 26.0, 79, 25, 54, 0.316, 24.0, 102.8, 4.4, 0.209, 0.302, 0.5, 0.104, 1.6, 0.6, 10.6, 6.8, 8.3, 20.8, 0.016, 77, 228, 432, 372, 163, 321, 66, 56, 49, 274, 389, 22, 19, 360, 281, 366, 305, 246, 2041,1610612764
