PLAYER_ID, PLAYER_NAME, TEAM_ID, TEAM_ABBREVIATION, AGE, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FG_PCT
1975, None, None, None, None, 3.6, 6.1, 0.581, 0.2, 0.8, 0.25, 0.4, 0.8, 0.5, 0.3, 2.0, 0.143, 1.9, 2.6, 0.722, 0.3, 1.5, 0.222, 0.0, 0.0, 0.0, None, None, None, 0.0, 0.0
920, A.C. Green, 1610612747, LAL, 36.0, 6.7, 11.6, 0.579, 1.9, 5.3, 0.35, 2.6, 7.0, 0.379, 3.5, 9.1, 0.39, 1.9, 5.0, 0.37, 1.2, 3.4, 0.336, 0.2, 0.7, 0.25, 0.0, 0.3, 0.0, 0.0, 0.0
1920, A.J. Bramlett, 1610612739, CLE, 23.0, 2.5, 3.3, 0.769, 1.1, 1.7, 0.667, 0.4, 1.6, 0.231, 1.3, 2.0, 0.667, 1.0, 2.8, 0.364, 1.0, 2.0, 0.5, None, None, None, None, None, None, None, None
243, Aaron McKie, 1610612755, PHI, 27.0, 7.1, 11.6, 0.607, 1.8, 5.3, 0.336, 1.9, 6.0, 0.319, 2.8, 7.0, 0.397, 2.0, 4.5, 0.455, 1.5, 4.9, 0.304, 0.1, 1.0, 0.091, 0.0, 0.6, 0.0, 0.0, 0.0
1425, Aaron Williams, 1610612764, WAS, 28.0, 5.8, 9.7, 0.602, 1.2, 4.0, 0.302, 1.4, 3.9, 0.369, 2.5, 6.7, 0.377, 1.8, 4.1, 0.447, 1.1, 2.9, 0.373, 0.0, 0.1, 0.0, 0.1, 0.6, 0.2, 0.0, 0.0
228, Adam Keefe, 1610612762, UTA, 30.0, 2.5, 4.4, 0.579, 0.9, 2.1, 0.446, 0.7, 1.7, 0.409, 1.3, 3.1, 0.413, 1.6, 3.7, 0.44, 0.5, 1.6, 0.328, 0.0, 0.5, 0.0, None, None, None, 0.0, 0.0
1502, Adonal Foyle, 1610612744, GSW, 25.0, 8.6, 14.5, 0.589, 1.6, 5.0, 0.321, 1.5, 4.0, 0.368, 3.1, 7.7, 0.41, 2.0, 5.2, 0.387, 1.1, 3.0, 0.352, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1559, Adrian Griffin, 1610612738, BOS, 25.0, 9.7, 15.6, 0.621, 1.6, 4.8, 0.334, 1.7, 4.7, 0.371, 3.8, 8.4, 0.448, 2.9, 7.0, 0.414, 0.8, 2.3, 0.342, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
1733, Al Harrington, 1610612754, IND, 20.0, 5.1, 8.3, 0.612, 1.9, 4.8, 0.404, 1.6, 3.9, 0.408, 2.3, 5.6, 0.417, 1.3, 3.9, 0.328, 0.7, 2.4, 0.281, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
673, Alan Henderson, 1610612737, ATL, 27.0, 11.8, 20.0, 0.589, 3.1, 8.3, 0.375, 3.7, 9.2, 0.402, 5.2, 12.1, 0.429, 3.1, 7.1, 0.433, 1.4, 3.9, 0.357, 0.0, 0.7, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0
1893, Aleksandar Radojevic, 1610612761, TOR, 23.0, 1.3, 3.7, 0.364, 0.0, 6.0, 0.0, 0.0, 0.5, 0.0, 3.5, 6.5, 0.538, 1.0, 3.5, 0.286, 1.0, 1.0, 1.0, None, None, None, None, None, None, None, None
275, Allan Houston, 1610612752, NYK, 29.0, 10.4, 18.1, 0.574, 2.6, 7.4, 0.348, 3.4, 8.8, 0.381, 5.1, 13.3, 0.388, 4.0, 10.6, 0.377, 1.4, 4.4, 0.306, 0.0, 0.6, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0
947, Allen Iverson, 1610612755, PHI, 25.0, 12.7, 21.7, 0.585, 3.3, 9.2, 0.356, 3.9, 11.1, 0.352, 4.9, 12.1, 0.405, 3.4, 7.1, 0.479, 2.2, 6.4, 0.349, 0.1, 1.3, 0.04, 0.0, 0.6, 0.0, 0.1, 0.083
297, Alonzo Mourning, 1610612748, MIA, 30.0, 9.0, 17.7, 0.509, 2.6, 7.2, 0.362, 3.6, 9.1, 0.398, 4.6, 11.3, 0.404, 3.6, 9.9, 0.365, 1.5, 3.8, 0.385, 0.2, 1.0, 0.2, 0.0, 0.4, 0.0, 0.0, 0.0
1541, Alvin Williams, 1610612761, TOR, 25.0, 5.0, 8.5, 0.588, 1.2, 3.0, 0.419, 1.1, 3.3, 0.337, 2.1, 5.0, 0.421, 1.5, 4.2, 0.345, 0.6, 1.5, 0.388, 0.3, 0.7, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0
1754, Andrae Patterson, 1610612750, MIN, 24.0, 1.8, 2.2, 0.818, 0.3, 0.5, 0.5, 0.5, 1.0, 0.5, 0.8, 2.0, 0.4, 0.3, 1.0, 0.333, 0.0, 0.7, 0.0, None, None, None, None, None, None, 0.0, 0.0
1889, Andre Miller, 1610612739, CLE, 24.0, 8.3, 14.1, 0.585, 1.3, 4.0, 0.335, 1.8, 5.3, 0.346, 3.8, 9.5, 0.402, 2.9, 7.4, 0.398, 0.9, 3.0, 0.288, 0.0, 0.4, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0
692, Andrew DeClercq, 1610612739, CLE, 27.0, 7.3, 12.2, 0.594, 1.5, 3.9, 0.382, 1.8, 5.4, 0.332, 3.1, 8.1, 0.378, 2.5, 6.0, 0.415, 0.7, 2.6, 0.282, 0.0, 0.6, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0
457, Andrew Lang, 1610612752, NYK, 34.0, 3.2, 5.1, 0.619, 1.0, 3.3, 0.304, 1.2, 3.3, 0.365, 1.8, 4.4, 0.405, 1.8, 4.8, 0.366, 0.4, 1.8, 0.238, 0.0, 0.5, 0.0, None, None, None, 0.0, 0.0
