Player,<5Ft FGM,<5Ft FGA,<5Ft FG%,5-9 Ft FGM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year
Walter Lemon Jr.,4.6,6.2,0.742,1.2,2,0.6,0.2,0.8,0.25,0,0.7,0,0.4,1,0.4,1.2,2.6,0.462,2017
Wayne Ellington,9.1,15.8,0.58,1.8,5.1,0.353,1.4,3.6,0.391,1.8,4.3,0.425,2.6,7.1,0.367,3.5,9.4,0.369,2017
Wayne Selden,7.6,11.9,0.639,1.1,2.9,0.392,1.1,2.6,0.42,1.1,2.7,0.426,1.9,5.9,0.332,2.8,7.2,0.39,2017
Wes Iwundu,6.5,10.1,0.643,1,2.8,0.357,0.9,2,0.46,1.3,3.5,0.375,1.7,4.6,0.374,2,6.2,0.328,2017
Wesley Johnson,7.5,11.8,0.639,1.1,3.1,0.376,1.5,3.6,0.424,1.8,4.5,0.394,2.5,6.9,0.365,2.6,7.1,0.371,2017
Wesley Matthews,11.6,17.7,0.657,2.7,6.3,0.427,2.7,5.5,0.497,2.7,6.5,0.413,4.3,10.2,0.424,4.3,11.8,0.363,2017
Will Barton,13.6,21.9,0.622,2.4,6.1,0.393,2,4.7,0.431,2.2,5.2,0.413,4.2,11.6,0.365,3.7,9.6,0.385,2017
Willie Cauley-Stein,9.6,15.2,0.637,1.9,4.3,0.437,1.3,3,0.441,1.5,3.7,0.403,3.8,9.9,0.383,4.1,10.9,0.375,2017
Willie Reed,4.1,6.4,0.648,0.7,2,0.333,0.7,1.6,0.443,1.1,2.2,0.524,1.3,3.1,0.418,0.9,3.3,0.28,2017
Willy Hernangomez,3.7,6.3,0.582,0.7,1.7,0.384,0.7,1.6,0.453,1.3,2.4,0.527,1,2.7,0.358,1.7,4.5,0.389,2017
Wilson Chandler,12.7,20,0.632,2.2,5.8,0.379,1.9,4.4,0.424,2.4,5.4,0.444,4.4,11.4,0.383,3.7,9.5,0.387,2017
Xavier Munford,1.6,2,0.8,0.4,0.6,0.667,0,0,0,0.5,1.8,0.286,0.5,1.3,0.4,1,2,0.5,2017
Xavier Rathan-Mayes,8.6,12.8,0.672,2.2,4.2,0.524,1,2.4,0.417,1.6,3,0.533,3.6,7.2,0.5,2.4,7.4,0.324,2017
Xavier Silas,5,9,0.556,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0.5,2017
Yogi Ferrell,8.8,14.2,0.62,2,5.3,0.383,2,4.4,0.459,2.3,5.5,0.415,3.1,8.3,0.377,3.3,9.8,0.333,2017
Zach Collins,4.8,8.9,0.539,1.3,2.6,0.494,1,2.8,0.355,1.6,3.8,0.433,1.8,4.9,0.365,2,5,0.406,2017
Zach LaVine,11.6,17.3,0.674,1.7,4,0.412,1.3,3.3,0.405,2.3,4.7,0.482,3.5,9.4,0.373,4,9.7,0.409,2017
Zach Randolph,9.3,14.5,0.64,1.9,4.1,0.458,1.4,3,0.447,1.8,3.9,0.453,3.4,8.5,0.403,4,9.8,0.406,2017
Zaza Pachulia,5.8,9.2,0.626,1.1,2.8,0.383,1,2.9,0.35,1.1,2.9,0.388,1.7,4.3,0.389,2.1,5.3,0.395,2017
Zhou Qi,2.5,4.4,0.57,0.6,1.5,0.37,0.4,0.9,0.4,0.5,0.9,0.583,0.8,2.2,0.35,1.1,3.1,0.364,2017
Aaron Gordon,12.8,20.9,0.611,2.6,6.7,0.389,2.2,5.6,0.397,2.5,5.7,0.447,3.2,8.2,0.383,4.7,14.1,0.337,2018
Aaron Holiday,4.8,8,0.595,1,2.5,0.41,0.7,2.2,0.326,1,2.5,0.397,1.2,3.3,0.357,1.7,5.4,0.305,2018
Abdel Nader,4.9,8.3,0.586,0.8,1.9,0.413,0.8,1.7,0.438,0.7,1.9,0.366,1.6,4.1,0.382,1.4,4.1,0.341,2018
Al Horford,11.4,18.7,0.608,2,5.2,0.386,1.4,3.8,0.379,1.8,4.1,0.426,2.9,8,0.368,4.5,13.3,0.341,2018
Al-Farouq Aminu,11.4,20,0.572,2,4.6,0.432,1.7,4.5,0.374,2.1,5.2,0.399,3.2,8.5,0.377,3.7,9.7,0.377,2018
Alan Williams,2,4.4,0.455,0.4,1,0.4,0.2,0.6,0.333,0,0.7,0,0.5,1.3,0.4,0.6,3.2,0.188,2018
Alec Burks,9.8,15,0.657,1.6,3.9,0.419,1.7,3.7,0.466,1,2.7,0.381,2.3,6,0.376,3.1,8.2,0.375,2018
Alex Abrines,7.9,13.6,0.58,1.4,3.6,0.394,1,2.7,0.381,0.5,2,0.27,2.2,6.5,0.333,1.8,5.9,0.308,2018
Alex Caruso,8.5,14.5,0.583,1.4,3.3,0.434,0.8,2.3,0.357,1.2,2.8,0.412,2.1,6.6,0.316,3.3,11,0.294,2018
Alex Len,7.4,12.5,0.596,1.6,3.4,0.487,1.3,3.2,0.424,1.5,3.5,0.424,2.6,6.7,0.38,3.3,8.7,0.379,2018
Alex Poythress,6.1,10.2,0.598,1.2,2.6,0.463,0.8,2.4,0.34,1.4,3,0.458,1.7,4,0.43,2.1,5.1,0.417,2018
Alfonzo McKinnie,5.6,8.6,0.648,1,2.9,0.351,0.8,2.2,0.374,0.8,1.9,0.4,1.6,4,0.394,2,6.2,0.327,2018
Alize Johnson,2.2,3.4,0.646,0.3,0.9,0.273,0.3,0.3,1,0.1,0.8,0.143,0.4,1.9,0.235,1.1,3.2,0.333,2018
Allen Crabbe,10,16.3,0.612,2.2,5.4,0.403,2.2,5.3,0.412,2.1,5,0.416,2.2,7.6,0.284,3.3,9.1,0.364,2018
Allonzo Trier,10.2,16.7,0.611,1.3,3.5,0.386,1.3,3,0.425,1,2.8,0.37,2.4,6.7,0.356,2.8,8.5,0.333,2018
Amile Jefferson,2.6,3.3,0.795,0.2,0.5,0.4,0.2,0.6,0.4,0.5,1.3,0.4,0.7,2.2,0.3,0.9,2.8,0.333,2018
Amir Johnson,4.5,7.3,0.624,1,2.5,0.397,0.7,1.6,0.416,0.8,1.9,0.451,1,2.4,0.411,1.3,3.6,0.35,2018
Andre Drummond,13.3,21.2,0.628,2.8,6.7,0.417,2.2,5.1,0.432,2.2,4.9,0.442,3,7.9,0.382,4.1,12.6,0.321,2018
Andre Iguodala,7.9,13.1,0.6,2,5.4,0.379,1.7,4,0.417,1.3,3.3,0.404,2,6.3,0.324,3.8,10.6,0.357,2018
Andre Ingram,1,2.5,0.4,0.5,1,0.5,0,0,0,0.7,1.3,0.5,0.5,2.3,0.222,0.3,0.8,0.333,2018
Andrew Bogut,3.6,5.5,0.656,1.2,3.5,0.333,0.9,2.6,0.345,1.1,2.3,0.48,1.7,4.1,0.415,2.1,5,0.418,2018
Andrew Harrison,3.9,6.4,0.606,0.6,2.1,0.294,0.6,1.5,0.375,0.7,1.5,0.458,1.1,3,0.354,1.8,4.8,0.37,2018
Andrew Wiggins,14.7,24.1,0.61,2.3,6.3,0.368,1.9,5,0.387,1.9,4.7,0.399,4.8,12.2,0.391,4.7,12.8,0.363,2018
Anfernee Simons,3.1,4.9,0.628,0.8,1.7,0.483,0.8,1.5,0.542,0.5,1.2,0.4,1,2.4,0.415,1.7,4.3,0.39,2018
Angel Delgado,2.5,3.5,0.714,0,0,0,1,2,0.5,2,8,0.25,0,0,0,1,4,0.25,2018
Ante Zizic,7.5,11.4,0.658,1.5,3.6,0.414,1.3,3.1,0.427,1.2,2.8,0.429,2,5.7,0.356,2.6,7.3,0.35,2018
Anthony Davis,13.6,21.6,0.632,2.2,5.8,0.386,2.2,5.2,0.423,1.9,4.9,0.391,3.9,10.4,0.378,5.2,14.8,0.351,2018
Anthony Tolliver,7,11.2,0.622,1.1,2.8,0.383,1,2.4,0.4,1,2.4,0.393,2.5,6.3,0.395,2.1,6.2,0.332,2018
Antonio Blakeney,6.4,10.4,0.616,1,2.4,0.435,0.8,1.6,0.483,1,2.3,0.425,1.8,4.8,0.371,2.3,6.7,0.338,2018
Aron Baynes,5.9,9.8,0.597,1.3,3.2,0.405,0.9,2.4,0.383,1,2.3,0.42,1.7,4.6,0.366,2.3,6.8,0.337,2018
Austin Rivers,11.3,17.4,0.649,1.8,5.4,0.339,1.7,4.1,0.422,1.4,3.3,0.431,2.6,6.8,0.375,3.4,11,0.309,2018
Avery Bradley,12.7,20.7,0.615,2.3,5.9,0.399,1.8,5,0.372,1.9,4.8,0.397,2.5,7.6,0.331,4.3,12.2,0.351,2018
BJ Johnson,3.9,4.6,0.844,1,2.4,0.417,1,2.8,0.364,1.4,1.8,0.778,0.4,1.6,0.273,0.6,1.6,0.375,2018
Bam Adebayo,7.8,13.1,0.599,1.5,4,0.372,1.5,3.6,0.428,1.3,3.1,0.43,2.7,7.6,0.353,3.3,9.3,0.35,2018
Ben McLemore,3.9,6,0.648,0.7,1.5,0.435,0.4,1.3,0.35,0.4,1.2,0.381,1.1,3.4,0.323,1.7,3.3,0.508,2018
Ben Simmons,14.9,24.5,0.609,2.9,6.9,0.428,1.9,4.8,0.396,2.4,5.8,0.407,2.9,8,0.362,5.1,15,0.34,2018
Billy Garrett,5.8,11.3,0.511,0.8,2.5,0.3,0.8,1.3,0.6,0.8,2,0.375,2.3,5.3,0.429,3.8,9.3,0.405,2018
Bismack Biyombo,5.8,9.3,0.623,1.1,2.6,0.431,0.8,2,0.431,1,2.5,0.406,1.7,4.4,0.398,2.1,6.3,0.33,2018
Blake Griffin,13.7,21.1,0.649,3,7,0.43,2.1,4.9,0.42,2.2,5.4,0.404,3.4,8.5,0.394,4.6,13.7,0.333,2018
Boban Marjanovic,4.2,7.3,0.578,1.2,2.8,0.424,0.9,2.5,0.37,1.1,2.6,0.434,1.2,3.3,0.364,1.8,5.4,0.336,2018
Bobby Portis,11.9,18.3,0.65,1.7,4.3,0.398,1.1,2.7,0.398,1.4,3.4,0.4,3,7.3,0.408,4,11.4,0.354,2018
Bogdan Bogdanovic,11.4,18.2,0.625,2.2,5.1,0.422,1.4,3.5,0.385,1.3,3.6,0.36,3.1,9,0.347,4.3,11.8,0.361,2018
Bojan Bogdanovic,12.6,21.1,0.599,1.8,5,0.362,1.5,3.9,0.387,1.8,4.5,0.393,2.9,7.9,0.366,5.1,13.9,0.368,2018
Bonzie Colson,6.6,10.6,0.622,0.4,1.2,0.333,0.6,2.1,0.267,0.6,1.6,0.375,3,6.7,0.45,3.7,9.6,0.388,2018
Brad Wanamaker,3.4,6.2,0.545,0.7,1.9,0.369,0.6,1.4,0.419,0.5,1.4,0.348,0.8,2.5,0.309,1.4,4.8,0.285,2018
Bradley Beal,16.9,26.4,0.639,2.4,6.2,0.385,1.8,4.5,0.393,2.1,5.2,0.416,3.8,9.7,0.391,6.2,16.6,0.372,2018
Brandon Goodwin,1.5,2.2,0.714,0.5,0.9,0.5,0.4,0.8,0.571,0.3,1.1,0.3,0.6,1.3,0.471,0.2,1.2,0.176,2018
Brandon Ingram,14.7,25.7,0.573,2.5,5.7,0.43,1.8,4.8,0.381,1.8,4.8,0.368,3.6,9.7,0.371,5.2,15.3,0.337,2018
Brandon Knight,7.8,10.9,0.714,1.5,3.6,0.423,1.4,3.3,0.441,1.5,3,0.487,2,5,0.395,3.2,8.5,0.375,2018
Brandon Sampson,7.2,12,0.603,0.9,2.1,0.435,1.2,2.2,0.552,1.4,2.7,0.531,1.9,4.9,0.391,2.4,6.1,0.392,2018
Brook Lopez,8.8,16,0.549,2,5.4,0.38,2.6,6.5,0.403,2.6,6,0.431,3.3,7.8,0.421,5.2,14.6,0.355,2018
Bruce Brown,8.1,13.1,0.618,1.3,3.7,0.354,1.1,2.8,0.413,1.2,3,0.399,1.9,4.7,0.398,2.3,7.5,0.311,2018
Bruno Caboclo,8.2,14.1,0.582,1.5,4.2,0.364,1.6,3.6,0.431,0.9,2.8,0.333,2.6,7.1,0.365,3.8,10.1,0.377,2018
Bryn Forbes,9.7,15.7,0.618,2.5,6.2,0.41,2.1,4.6,0.462,2.4,4.9,0.483,3.3,7.8,0.418,4,11.3,0.356,2018
Buddy Hield,14.1,22.4,0.629,2.5,6,0.422,1.5,3.7,0.397,1.5,3.9,0.384,4,11.1,0.358,4.5,13,0.351,2018
C.J. Williams,4.2,7.1,0.598,0.6,1.4,0.444,0.5,0.8,0.545,0.5,1.5,0.353,1.7,4.4,0.387,0.8,2.6,0.297,2018
CJ McCollum,13.8,23.8,0.578,2.4,5.5,0.432,2.1,5.7,0.375,2.6,6.4,0.399,3.6,10,0.361,4.5,11.7,0.384,2018
CJ Miles,6.3,10.7,0.593,1.2,3.1,0.382,1.1,2.7,0.396,0.9,2.5,0.357,1.8,4.8,0.378,2,5.9,0.336,2018
Caleb Swanigan,3.4,5.2,0.651,0.7,1.8,0.4,0.6,1.2,0.5,0.4,1,0.368,1,2.9,0.367,1.1,4.3,0.267,2018
Cameron Payne,7,11.6,0.606,1.1,3,0.365,1,2,0.506,1.1,2.8,0.4,2.5,5.8,0.421,2.9,7.6,0.376,2018
Cameron Reynolds,5.2,8.3,0.631,0.8,2.1,0.378,0.8,1.6,0.516,0.6,1.6,0.387,2.8,6.6,0.421,1.5,4.6,0.322,2018
Caris LeVert,10.2,17.8,0.57,1.9,5.3,0.357,2.3,4.7,0.489,2.3,5.3,0.425,2.9,8.1,0.359,3.3,9.2,0.356,2018
Carmelo Anthony,12.9,19.8,0.652,2.3,6,0.383,0.9,3.4,0.265,1.4,3.1,0.452,2.5,8.1,0.309,4,10.4,0.385,2018
Cedi Osman,14.2,21.1,0.676,2.1,5.1,0.401,2,4.8,0.418,2.1,4.7,0.452,3.5,8.8,0.401,5.3,13.3,0.403,2018
Chandler Hutchison,8.6,13.9,0.62,1.2,3.2,0.373,0.9,2,0.427,1.5,3,0.515,2.1,5.7,0.371,3,9.3,0.319,2018
Chandler Parsons,7.6,12.2,0.628,1.2,2.8,0.437,1.1,2.7,0.4,0.8,2.6,0.308,2.2,6,0.373,2.7,8.6,0.31,2018
Channing Frye,3.8,5.6,0.679,0.9,1.4,0.592,0.8,1.8,0.463,0.9,1.9,0.485,1.1,2.9,0.363,1.8,4.1,0.444,2018
Chasson Randle,7.4,11.3,0.659,0.7,2.2,0.34,0.6,1.6,0.375,0.8,2.1,0.388,1.4,3.3,0.431,2.5,7,0.357,2018
Cheick Diallo,6,10,0.603,1.1,2.7,0.418,0.9,2.3,0.401,0.9,2.4,0.381,1.8,4.4,0.401,2.2,6.1,0.358,2018
Chimezie Metu,2.3,3.5,0.659,0.4,0.9,0.476,0.3,0.6,0.538,0.4,0.7,0.571,0.5,2,0.271,1,3.2,0.317,2018
Chris Boucher,2.7,4.7,0.576,0.3,1,0.304,0.5,1,0.5,0.5,1.3,0.346,0.8,1.6,0.5,0.6,2.4,0.254,2018
Chris Chiozza,3.2,4.2,0.76,1.5,2,0.75,0.2,0.5,0.333,0,0.5,0,0.3,0.6,0.5,0.1,1.9,0.077,2018
Chris Paul,13.3,20.5,0.647,2.5,6.4,0.387,1.8,4.3,0.421,1.4,3.8,0.365,3.3,9.2,0.358,3.8,11.7,0.327,2018
Christian Wood,5.7,8.7,0.659,0.8,2.2,0.39,0.9,1.8,0.5,0.8,3.2,0.255,1.2,3.9,0.3,2.7,6.6,0.412,2018
Clint Capela,14.1,22.1,0.641,2.7,7.7,0.357,1.8,4.8,0.377,1.7,4.2,0.405,3.3,8.9,0.37,4.2,12.4,0.335,2018
Cody Zeller,10.5,16.9,0.621,1.3,3.8,0.335,1.5,3.7,0.411,1.8,3.7,0.486,2.9,7.5,0.392,3.8,11.6,0.331,2018
Collin Sexton,13.7,20.3,0.675,2.1,5,0.423,2.2,4.9,0.442,2.2,4.7,0.479,3.6,9,0.399,5.2,13.3,0.391,2018
Corey Brewer,5.8,9.1,0.638,1.5,3.4,0.425,0.8,1.9,0.433,0.4,2,0.22,1.8,4.5,0.393,2.9,7.4,0.387,2018
Cory Joseph,9.6,15.7,0.61,1.6,4.6,0.342,1.3,3.4,0.375,1.6,3.7,0.424,2,5.8,0.338,4,11.3,0.35,2018
Courtney Lee,5.3,8.7,0.612,0.8,2.1,0.389,0.8,1.8,0.463,0.8,1.8,0.431,1.4,3.7,0.37,1.9,5,0.382,2018
Cristiano Felicio,5.8,9.1,0.64,0.8,1.8,0.474,0.6,1.4,0.42,0.8,1.7,0.473,1.5,3.9,0.378,1.9,5.3,0.351,2018
D'Angelo Russell,12.2,20.5,0.594,2.6,6.1,0.421,2.6,6,0.436,2.2,5.4,0.416,2.8,8.4,0.327,4.2,11.2,0.377,2018
D.J. Augustin,10.6,17.4,0.61,2.3,5.7,0.403,2,5,0.397,2.1,4.6,0.469,2.5,6.6,0.386,4.1,11.4,0.356,2018
D.J. Wilson,6.2,11,0.558,1,3,0.338,1.2,3.2,0.385,1.3,3.1,0.414,2.1,5.2,0.412,3.4,9.7,0.345,2018
DJ Stephens,3,5,0.6,0,1,0,0,1,0,0,0,0,0,0,0,2,3,0.667,2018
Dairis Bertans,4.9,8.7,0.567,0.9,2,0.458,1.4,3.1,0.459,1.1,3,0.364,1.3,3.8,0.326,3.3,7.8,0.415,2018
Damian Jones,6.8,10.4,0.652,1.3,3.5,0.357,1.8,3.3,0.532,1.1,2.6,0.435,1.8,4.9,0.373,2.5,8,0.319,2018
Damian Lillard,14.5,24.9,0.582,2.4,5.5,0.437,2.1,5.6,0.375,2.6,6.6,0.386,4,10.6,0.373,4.4,12,0.365,2018
Damion Lee,4.6,7.5,0.619,1.2,3.3,0.375,0.9,1.9,0.446,0.9,2.3,0.386,0.9,2.9,0.315,2.1,5.4,0.398,2018
Damyean Dotson,12.1,19.5,0.617,1.4,4,0.356,1.5,3.8,0.395,1.2,3.2,0.381,3.4,8.8,0.379,3.8,10.7,0.351,2018
Daniel Hamilton,4.3,7,0.611,1,2.2,0.462,0.5,1.4,0.364,0.8,2.2,0.359,0.9,3.2,0.278,1.7,5.4,0.306,2018
Daniel Theis,4.9,7.9,0.616,1.1,2.5,0.448,0.7,1.8,0.383,0.7,1.7,0.423,1.4,3.8,0.363,2,6.6,0.31,2018
Danilo Gallinari,13.1,21.2,0.618,2.2,5.7,0.385,2.1,5,0.413,1.9,5.2,0.363,2.9,7.2,0.408,4.1,11.6,0.354,2018
Danny Green,10.3,17.5,0.59,1.9,5.1,0.366,2,4.5,0.448,1.8,4.6,0.397,2.9,8.2,0.36,3.8,11.6,0.326,2018
Dante Cunningham,5.8,9,0.641,1.1,2.7,0.406,1.2,2.5,0.474,1.4,3.2,0.426,1.8,4.2,0.432,2.3,6.6,0.351,2018
Dante Exum,5.6,9.4,0.597,1.6,3.4,0.482,1.3,2.9,0.45,1,2.4,0.43,1.6,5,0.319,1.7,4.7,0.358,2018
Danuel House Jr.,10.6,16.2,0.655,2.1,5.5,0.384,1.5,4.4,0.341,1,2.8,0.361,2.3,6.6,0.355,3.4,10.2,0.332,2018
Dario Saric,10.7,17.1,0.624,1.7,4.7,0.354,1.3,3.5,0.357,1.4,3.4,0.406,3.1,8,0.387,4,10.2,0.392,2018
Darius Miller,10.8,17.7,0.61,1.9,4.8,0.398,1.4,3.5,0.398,1.3,3.7,0.359,3.1,8.1,0.385,3.6,10.8,0.335,2018
Darren Collison,11,18.6,0.593,1.7,4.5,0.376,1.4,3.4,0.431,1.4,3.8,0.377,2.6,7.3,0.353,4.8,12.6,0.386,2018
Daryl Macon,4.1,7.9,0.527,1.3,2.5,0.533,0.7,1.7,0.417,0.2,1.7,0.1,1.8,4.7,0.393,1.9,5.4,0.349,2018
David Nwaba,7.9,11.7,0.671,1.2,2.8,0.423,1.3,3,0.424,1.2,2.7,0.438,1.9,5.2,0.366,3.3,8.4,0.394,2018
Davis Bertans,7.5,12.7,0.596,1.9,4.6,0.41,1.4,2.9,0.486,1.5,3.6,0.412,2.8,6.9,0.403,3.3,9.2,0.362,2018
Davon Reed,1.5,3.2,0.469,0.3,1,0.3,0.1,0.4,0.333,0,0.1,0,1,1.8,0.545,0.9,3.1,0.286,2018
De'Aaron Fox,14.4,22.5,0.639,2.4,6.1,0.396,1.4,3.6,0.383,1.5,3.7,0.407,3.7,10.6,0.344,4.4,13,0.337,2018
De'Anthony Melton,8.1,13.1,0.615,1.8,3.9,0.462,0.9,2.6,0.352,1.1,2.5,0.441,2.3,5.5,0.413,3,7.5,0.405,2018
DeAndre Jordan,12,18.5,0.649,1.9,5.4,0.358,2.1,5.3,0.396,2.1,5.3,0.398,3.2,9.4,0.337,4.2,11.2,0.372,2018
DeAndre' Bembry,9.4,15.1,0.618,1.7,3.5,0.472,1.3,3.1,0.418,1.4,3.5,0.41,2.9,8.1,0.363,3.4,9.6,0.355,2018
DeMar DeRozan,12.7,20.5,0.62,2.9,7.4,0.393,2.5,5.5,0.46,2.6,6,0.426,4,9.7,0.415,5,14.7,0.342,2018
DeMarcus Cousins,9.6,15.9,0.607,2,5.5,0.37,1.6,4.7,0.345,1.5,4.2,0.368,2.6,6.9,0.383,4.6,12.9,0.36,2018
DeMarre Carroll,9.7,16.1,0.601,2.1,4.9,0.436,2.4,4.9,0.486,1.5,4.1,0.379,2.7,7.8,0.343,3.2,9.9,0.325,2018
DeVaughn Akoon-Purcell,1.7,2.3,0.714,0.2,0.4,0.5,0,0.5,0,0,0.2,0,0.4,1.6,0.25,0.7,1.5,0.444,2018
Deandre Ayton,14.7,22.6,0.65,2.2,5.2,0.427,1.3,3.4,0.377,1.5,3.8,0.412,3,8.1,0.365,4.4,11.7,0.371,2018
Delon Wright,9,14.8,0.612,1.7,4.3,0.399,1.5,3.4,0.434,1.1,3.3,0.34,2.4,6.2,0.385,2.9,8.4,0.34,2018
Demetrius Jackson,2.7,5,0.533,0.2,0.7,0.25,0.8,1.4,0.571,0.2,0.8,0.2,0.3,1,0.333,1.5,3,0.5,2018
Deng Adel,4.2,6.6,0.644,1.2,1.8,0.667,0.8,2.3,0.353,0.6,1.4,0.455,1.1,2.8,0.38,1.4,4.3,0.333,2018
Dennis Schroder,12.3,20.6,0.596,1.8,4.5,0.395,1.7,4.2,0.409,1.6,3.6,0.437,3.7,10.3,0.355,3.6,9.8,0.367,2018
Dennis Smith Jr.,11.1,18,0.616,1.7,4.9,0.351,1.8,4.6,0.395,1.8,4.6,0.388,3.4,9.7,0.346,3.8,10.8,0.349,2018
Deonte Burton,3.2,6.3,0.509,0.5,1,0.481,0.4,1.3,0.286,0.2,1.1,0.2,0.9,3.1,0.295,0.9,2.6,0.361,2018
Derrick Favors,8.7,15.1,0.576,2.3,5.2,0.451,1.8,4.3,0.429,1.8,3.9,0.461,2.5,7.2,0.349,2.2,6.9,0.322,2018
Derrick Jones Jr.,6.7,11.7,0.57,1.1,3,0.371,1.3,3,0.441,0.9,2.4,0.379,2.6,7.1,0.369,2.5,7.6,0.335,2018
Derrick Rose,10.8,17.8,0.608,2,5.7,0.346,1.5,3.9,0.374,1.2,3.5,0.352,4.2,10.1,0.414,4.1,10.9,0.373,2018
Derrick White,8.2,14.2,0.58,2.5,6,0.412,1.9,4.1,0.453,1.9,4.2,0.452,2.9,7.5,0.392,3.8,11.1,0.345,2018
Devin Booker,16.7,27.1,0.616,2.4,5.6,0.425,1.5,4.3,0.359,1.8,4.3,0.415,3.8,9.4,0.401,5.1,13.7,0.372,2018
Devin Harris,6.2,9.5,0.652,1.3,3.2,0.408,1,2.4,0.418,1,2.3,0.421,2.1,5.2,0.393,1.8,5.8,0.316,2018
Devin Robinson,4.6,7.4,0.615,0.8,2.2,0.385,1,2,0.5,1.1,2.3,0.5,1.3,3.6,0.36,3.1,7.3,0.431,2018
Devonte' Graham,6.5,10,0.649,1.1,2.4,0.464,0.7,1.8,0.403,0.8,2.3,0.344,2.1,4.6,0.452,2.2,6.8,0.325,2018
Dewayne Dedmon,10.5,16.6,0.633,1.8,3.9,0.456,1.3,3.1,0.431,1.6,3.6,0.443,3.4,8.9,0.381,3.6,10.2,0.351,2018
Deyonta Davis,5.1,9.3,0.548,0.8,1.8,0.429,0.4,1.4,0.273,0.4,1.4,0.308,2.1,5.4,0.388,2.1,6.3,0.341,2018
Dillon Brooks,6,9.2,0.651,0.8,2.6,0.326,0.9,2.3,0.415,0.8,2.1,0.405,2.1,5.7,0.359,2.6,6.8,0.382,2018
Dion Waiters,8.4,14.2,0.589,1.8,4.5,0.404,1.6,4.1,0.387,1.6,3.5,0.464,3.4,8.7,0.389,3.6,10.3,0.35,2018
Dirk Nowitzki,6,9.1,0.663,1.1,2.8,0.383,0.9,2.4,0.366,1,2.5,0.415,2.1,5.9,0.365,2.1,6.4,0.334,2018
Domantas Sabonis,9.2,14.7,0.626,1.7,4.3,0.394,1.3,3.3,0.398,1.5,3.8,0.401,2.1,6,0.346,3.9,11.2,0.349,2018
Donatas Motiejunas,1.3,2.3,0.571,0,0.3,0,0.3,0.3,1,0.7,1,0.667,1,1.5,0.667,0.7,3,0.222,2018
Donovan Mitchell,11.8,20.5,0.575,3.3,7.5,0.438,2.6,6.7,0.389,2.6,5.9,0.442,3.7,10.4,0.352,3.8,10.4,0.364,2018
Donte DiVincenzo,4.7,8.5,0.552,0.9,2.3,0.387,1.4,3.2,0.453,1.6,3.3,0.471,1.4,4.2,0.346,2.6,8.1,0.321,2018
Donte Grantham,0,1,0,,,,0,1,0,0,0,0,1,2,0.5,0.5,0.5,1,2018
Dorian Finney-Smith,9.3,15,0.62,1.9,4.9,0.395,1.6,3.7,0.424,1.6,3.8,0.436,2.8,7.8,0.36,3.3,9.9,0.335,2018
Doug McDermott,6.8,11,0.619,1.2,3.1,0.384,0.7,2.2,0.317,1.2,2.7,0.436,1.2,3.7,0.324,2.8,8.1,0.34,2018
Dragan Bender,7.9,14,0.566,1.6,3.7,0.425,1,2.4,0.43,1,2.1,0.457,1.8,5,0.371,2.8,7,0.407,2018
Draymond Green,11,17.6,0.621,2.3,6.9,0.341,2.2,5.7,0.393,1.8,4.4,0.411,3.3,9.2,0.356,5,14.9,0.336,2018
Drew Eubanks,2.1,3.4,0.625,0.3,0.9,0.294,0.3,0.8,0.385,0.4,0.8,0.429,0.6,1.9,0.324,1,3.1,0.308,2018
Duncan Robinson,4.8,7.8,0.618,0.7,1.9,0.368,0.8,2.3,0.321,0.2,1.2,0.188,1.6,5,0.314,2.3,5.8,0.395,2018
Dusty Hannahs,7.5,12,0.625,0,0.5,0,1,2,0.5,0.5,2,0.25,2.5,5.5,0.455,1,3.5,0.286,2018
Dwayne Bacon,7.6,11.6,0.654,1.1,3.2,0.354,0.9,2.4,0.374,1.3,3.3,0.405,2.2,5.1,0.429,3,8.6,0.35,2018
Dwight Howard,9.6,15,0.637,1.6,5,0.311,2.1,4.9,0.432,2.6,5.1,0.5,2.9,6.3,0.456,4,10.4,0.383,2018
Dwight Powell,8.2,13.1,0.631,1.5,3.7,0.406,1.3,3.2,0.42,1.5,3.4,0.443,2.9,7.2,0.399,2.9,8.5,0.345,2018
Dwyane Wade,9.2,16.1,0.574,1.7,4.3,0.399,1.6,3.7,0.434,1.7,3.8,0.453,3.3,8.7,0.379,3.5,10.8,0.321,2018
Dzanan Musa,2,3.3,0.6,0,0.1,0,0,0.3,0,0.4,0.9,0.5,0.6,1.3,0.444,0.8,2.4,0.316,2018
E'Twaun Moore,12,19.3,0.622,2.1,5.1,0.413,1.6,4.1,0.393,1.5,4.3,0.358,3.5,8.4,0.413,4,11.5,0.344,2018
Ed Davis,6.2,10.2,0.605,1.4,3.3,0.413,1.7,3.6,0.464,1.3,3.4,0.374,1.5,5.1,0.303,2.1,6.6,0.318,2018
