PLAYER_ID, PLAYER_NAME, TEAM_ID, TEAM_ABBREVIATION, AGE, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FGA, OPP_FG_PCT, OPP_FGM, OPP_FG_PCT
1823, None, None, None, None, 2.3, 3.5, 0.643, 0.5, 1.0, 0.5, 0.5, 1.5, 0.333, 1.0, 2.7, 0.375, 1.3, 1.8, 0.714, 0.3, 0.3, 1.0, None, None, None, 0.0, 0.0, 0.0, None, None
920, A.C. Green, 1610612742, DAL, 35.0, 6.2, 11.1, 0.555, 1.1, 2.6, 0.422, 1.6, 3.8, 0.426, 3.0, 6.9, 0.428, 1.6, 4.3, 0.366, 1.0, 2.9, 0.351, 0.2, 0.7, 0.25, 0.5, 0.5, 1.0, 0.1, 0.333
243, Aaron McKie, 1610612755, PHI, 26.0, 5.8, 9.5, 0.613, 1.1, 3.5, 0.318, 1.6, 4.6, 0.345, 2.0, 5.3, 0.374, 1.4, 3.9, 0.364, 1.2, 3.8, 0.308, 0.1, 1.1, 0.091, 0.0, 0.0, 0.0, 0.0, 0.0
1425, Aaron Williams, 1610612760, SEA, 27.0, 4.0, 6.6, 0.606, 1.0, 2.4, 0.416, 0.7, 2.1, 0.315, 1.3, 3.9, 0.326, 0.9, 2.4, 0.352, 1.0, 2.2, 0.447, 0.0, 1.0, 0.0, None, None, None, 0.0, 0.0
228, Adam Keefe, 1610612762, UTA, 29.0, 4.4, 7.3, 0.601, 1.0, 2.6, 0.405, 0.7, 2.3, 0.292, 1.6, 4.3, 0.372, 1.5, 4.8, 0.3, 0.5, 2.2, 0.237, 0.0, 0.7, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
1502, Adonal Foyle, 1610612744, GSW, 24.0, 4.0, 7.3, 0.545, 1.4, 4.0, 0.353, 1.0, 2.9, 0.333, 1.2, 3.8, 0.309, 0.8, 2.4, 0.343, 0.7, 1.9, 0.394, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1817, Adonis Jordan, 1610612749, MIL, 28.0, 1.5, 3.3, 0.462, 0.8, 1.0, 0.75, 1.5, 1.5, 1.0, 0.8, 2.5, 0.3, 0.0, 0.3, 0.0, 1.0, 1.7, 0.6, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, None, None
1733, Al Harrington, 1610612754, IND, 19.0, 1.8, 3.1, 0.561, 0.9, 2.3, 0.4, 0.9, 2.7, 0.341, 1.2, 2.6, 0.468, 0.6, 1.9, 0.32, 0.6, 1.3, 0.444, None, None, None, 0.0, 1.0, 0.0, 0.0, 0.0
673, Alan Henderson, 1610612737, ATL, 26.0, 8.7, 15.9, 0.545, 2.4, 6.2, 0.384, 3.0, 8.3, 0.361, 3.9, 9.4, 0.419, 2.0, 5.5, 0.369, 1.2, 3.9, 0.313, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0
275, Allan Houston, 1610612752, NYK, 28.0, 8.7, 17.3, 0.504, 2.4, 7.8, 0.314, 3.2, 9.2, 0.344, 3.7, 10.3, 0.354, 3.5, 8.5, 0.41, 1.5, 4.4, 0.344, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0
